"","geography","N_cases_epic","date","Level","N_cases_epic_3m","max_grp","scale_age_epic"
"4164","District of Columbia",NA,2023-09-30,"18-49 Years",NA,-Inf,NA
"4165","District of Columbia",NA,2023-10-07,"18-49 Years",NA,-Inf,NA
"4166","District of Columbia",NA,2023-10-14,"18-49 Years",NA,-Inf,NA
"4167","District of Columbia",NA,2023-10-21,"18-49 Years",NA,-Inf,NA
"4168","District of Columbia",NA,2023-10-28,"18-49 Years",NA,-Inf,NA
"4169","District of Columbia",NA,2023-11-04,"18-49 Years",NA,-Inf,NA
"4170","District of Columbia",NA,2023-11-11,"18-49 Years",NA,-Inf,NA
"4171","District of Columbia",NA,2023-11-18,"18-49 Years",NA,-Inf,NA
"4172","District of Columbia",NA,2023-11-25,"18-49 Years",NA,-Inf,NA
"4173","District of Columbia",NA,2023-12-02,"18-49 Years",NA,-Inf,NA
"4174","District of Columbia",NA,2023-12-09,"18-49 Years",NA,-Inf,NA
"4175","District of Columbia",NA,2023-12-16,"18-49 Years",NA,-Inf,NA
"4176","District of Columbia",NA,2023-12-23,"18-49 Years",NA,-Inf,NA
"4177","District of Columbia",NA,2023-12-30,"18-49 Years",NA,-Inf,NA
"4178","District of Columbia",NA,2024-01-06,"18-49 Years",NA,-Inf,NA
"4179","District of Columbia",NA,2024-01-13,"18-49 Years",NA,-Inf,NA
"4180","District of Columbia",NA,2024-01-20,"18-49 Years",NA,-Inf,NA
"4181","District of Columbia",NA,2024-01-27,"18-49 Years",NA,-Inf,NA
"4182","District of Columbia",NA,2024-02-03,"18-49 Years",NA,-Inf,NA
"4183","District of Columbia",NA,2024-02-10,"18-49 Years",NA,-Inf,NA
"4184","District of Columbia",NA,2024-02-17,"18-49 Years",NA,-Inf,NA
"4185","District of Columbia",NA,2024-02-24,"18-49 Years",NA,-Inf,NA
"4186","District of Columbia",NA,2024-03-02,"18-49 Years",NA,-Inf,NA
"4187","District of Columbia",NA,2024-03-09,"18-49 Years",NA,-Inf,NA
"4188","District of Columbia",NA,2024-03-16,"18-49 Years",NA,-Inf,NA
"4189","District of Columbia",NA,2024-03-23,"18-49 Years",NA,-Inf,NA
"4190","District of Columbia",NA,2024-03-30,"18-49 Years",NA,-Inf,NA
"4191","District of Columbia",NA,2024-04-06,"18-49 Years",NA,-Inf,NA
"4192","District of Columbia",NA,2024-04-13,"18-49 Years",NA,-Inf,NA
"4193","District of Columbia",NA,2024-04-20,"18-49 Years",NA,-Inf,NA
"4194","District of Columbia",NA,2024-04-27,"18-49 Years",NA,-Inf,NA
"4195","District of Columbia",NA,2024-05-04,"18-49 Years",NA,-Inf,NA
"4196","District of Columbia",NA,2024-05-11,"18-49 Years",NA,-Inf,NA
"4197","District of Columbia",NA,2024-05-18,"18-49 Years",NA,-Inf,NA
"4198","District of Columbia",NA,2024-05-25,"18-49 Years",NA,-Inf,NA
"4199","District of Columbia",NA,2024-06-01,"18-49 Years",NA,-Inf,NA
"4200","District of Columbia",NA,2024-06-08,"18-49 Years",NA,-Inf,NA
"4201","District of Columbia",NA,2024-06-15,"18-49 Years",NA,-Inf,NA
"4202","District of Columbia",NA,2024-06-22,"18-49 Years",NA,-Inf,NA
"4203","District of Columbia",NA,2024-06-29,"18-49 Years",NA,-Inf,NA
"4204","District of Columbia",NA,2024-07-06,"18-49 Years",NA,-Inf,NA
"4205","District of Columbia",NA,2024-07-13,"18-49 Years",NA,-Inf,NA
"4206","District of Columbia",NA,2024-07-20,"18-49 Years",NA,-Inf,NA
"4207","District of Columbia",NA,2024-07-27,"18-49 Years",NA,-Inf,NA
"4208","District of Columbia",NA,2024-08-03,"18-49 Years",NA,-Inf,NA
"4209","District of Columbia",NA,2024-08-10,"18-49 Years",NA,-Inf,NA
"4210","District of Columbia",NA,2024-08-17,"18-49 Years",NA,-Inf,NA
"4211","District of Columbia",NA,2024-08-24,"18-49 Years",NA,-Inf,NA
"4212","District of Columbia",NA,2024-08-31,"18-49 Years",NA,-Inf,NA
"4213","District of Columbia",NA,2024-09-07,"18-49 Years",NA,-Inf,NA
"4214","District of Columbia",NA,2024-09-14,"18-49 Years",NA,-Inf,NA
"4215","District of Columbia",NA,2024-09-21,"18-49 Years",NA,-Inf,NA
"4216","District of Columbia",NA,2024-09-28,"18-49 Years",NA,-Inf,NA
"4217","District of Columbia",NA,2024-10-05,"18-49 Years",NA,-Inf,NA
"4218","District of Columbia",NA,2024-10-12,"18-49 Years",NA,-Inf,NA
"4219","District of Columbia",NA,2024-10-19,"18-49 Years",NA,-Inf,NA
"4220","District of Columbia",NA,2024-10-26,"18-49 Years",NA,-Inf,NA
"4221","District of Columbia",NA,2024-11-02,"18-49 Years",NA,-Inf,NA
"4222","District of Columbia",NA,2024-11-09,"18-49 Years",NA,-Inf,NA
"4223","District of Columbia",NA,2024-11-16,"18-49 Years",NA,-Inf,NA
"4224","District of Columbia",NA,2024-11-23,"18-49 Years",NA,-Inf,NA
"4225","District of Columbia",NA,2024-11-30,"18-49 Years",NA,-Inf,NA
"4226","District of Columbia",NA,2024-12-07,"18-49 Years",NA,-Inf,NA
"4227","District of Columbia",NA,2024-12-14,"18-49 Years",NA,-Inf,NA
"4228","District of Columbia",NA,2024-12-21,"18-49 Years",NA,-Inf,NA
"4229","District of Columbia",NA,2024-12-28,"18-49 Years",NA,-Inf,NA
"4230","District of Columbia",NA,2025-01-04,"18-49 Years",NA,-Inf,NA
"4231","District of Columbia",NA,2025-01-11,"18-49 Years",NA,-Inf,NA
"4232","District of Columbia",NA,2025-01-18,"18-49 Years",NA,-Inf,NA
"4233","District of Columbia",NA,2025-01-25,"18-49 Years",NA,-Inf,NA
"4234","District of Columbia",NA,2023-07-01,"5-17 Years",NA,-Inf,NA
"4235","District of Columbia",NA,2023-07-08,"5-17 Years",NA,-Inf,NA
"4236","District of Columbia",NA,2023-07-15,"5-17 Years",NA,-Inf,NA
"4237","District of Columbia",NA,2023-07-22,"5-17 Years",NA,-Inf,NA
"4238","District of Columbia",NA,2023-07-29,"5-17 Years",NA,-Inf,NA
"4239","District of Columbia",NA,2023-08-05,"5-17 Years",NA,-Inf,NA
"4240","District of Columbia",NA,2023-08-12,"5-17 Years",NA,-Inf,NA
"4241","District of Columbia",NA,2023-08-19,"5-17 Years",NA,-Inf,NA
"4242","District of Columbia",NA,2023-08-26,"5-17 Years",NA,-Inf,NA
"4243","District of Columbia",NA,2023-09-02,"5-17 Years",NA,-Inf,NA
"4244","District of Columbia",NA,2023-09-09,"5-17 Years",NA,-Inf,NA
"4245","District of Columbia",NA,2023-09-16,"5-17 Years",NA,-Inf,NA
"4246","District of Columbia",NA,2023-09-23,"5-17 Years",NA,-Inf,NA
"4247","District of Columbia",NA,2023-09-30,"5-17 Years",NA,-Inf,NA
"4248","District of Columbia",NA,2023-10-07,"5-17 Years",NA,-Inf,NA
"4249","District of Columbia",NA,2023-10-14,"5-17 Years",NA,-Inf,NA
"4250","District of Columbia",NA,2023-10-21,"5-17 Years",NA,-Inf,NA
"4251","District of Columbia",NA,2023-10-28,"5-17 Years",NA,-Inf,NA
"4252","District of Columbia",NA,2023-11-04,"5-17 Years",NA,-Inf,NA
"4253","District of Columbia",NA,2023-11-11,"5-17 Years",NA,-Inf,NA
"4254","District of Columbia",NA,2023-11-18,"5-17 Years",NA,-Inf,NA
"4255","District of Columbia",NA,2023-11-25,"5-17 Years",NA,-Inf,NA
"4256","District of Columbia",NA,2023-12-02,"5-17 Years",NA,-Inf,NA
"4257","District of Columbia",NA,2023-12-09,"5-17 Years",NA,-Inf,NA
"4258","District of Columbia",NA,2023-12-16,"5-17 Years",NA,-Inf,NA
"4259","District of Columbia",NA,2023-12-23,"5-17 Years",NA,-Inf,NA
"4260","District of Columbia",NA,2023-12-30,"5-17 Years",NA,-Inf,NA
"4261","District of Columbia",NA,2024-01-06,"5-17 Years",NA,-Inf,NA
"4262","District of Columbia",NA,2024-01-13,"5-17 Years",NA,-Inf,NA
"4263","District of Columbia",NA,2024-01-20,"5-17 Years",NA,-Inf,NA
"4264","District of Columbia",NA,2024-01-27,"5-17 Years",NA,-Inf,NA
"4265","District of Columbia",NA,2024-02-03,"5-17 Years",NA,-Inf,NA
"4266","District of Columbia",NA,2024-02-10,"5-17 Years",NA,-Inf,NA
"4267","District of Columbia",NA,2024-02-17,"5-17 Years",NA,-Inf,NA
"4268","District of Columbia",NA,2024-02-24,"5-17 Years",NA,-Inf,NA
"4269","District of Columbia",NA,2024-03-02,"5-17 Years",NA,-Inf,NA
"4270","District of Columbia",NA,2024-03-09,"5-17 Years",NA,-Inf,NA
"4271","District of Columbia",NA,2024-03-16,"5-17 Years",NA,-Inf,NA
"4272","District of Columbia",NA,2024-03-23,"5-17 Years",NA,-Inf,NA
"4273","District of Columbia",NA,2024-03-30,"5-17 Years",NA,-Inf,NA
"4274","District of Columbia",NA,2024-04-06,"5-17 Years",NA,-Inf,NA
"4275","District of Columbia",NA,2024-04-13,"5-17 Years",NA,-Inf,NA
"4276","District of Columbia",NA,2024-04-20,"5-17 Years",NA,-Inf,NA
"4277","District of Columbia",NA,2024-04-27,"5-17 Years",NA,-Inf,NA
"4278","District of Columbia",NA,2024-05-04,"5-17 Years",NA,-Inf,NA
"4279","District of Columbia",NA,2024-05-11,"5-17 Years",NA,-Inf,NA
"4280","District of Columbia",NA,2024-05-18,"5-17 Years",NA,-Inf,NA
"4281","District of Columbia",NA,2024-05-25,"5-17 Years",NA,-Inf,NA
"4282","District of Columbia",NA,2024-06-01,"5-17 Years",NA,-Inf,NA
"4283","District of Columbia",NA,2024-06-08,"5-17 Years",NA,-Inf,NA
"4284","District of Columbia",NA,2024-06-15,"5-17 Years",NA,-Inf,NA
"4285","District of Columbia",NA,2024-06-22,"5-17 Years",NA,-Inf,NA
"4286","District of Columbia",NA,2024-06-29,"5-17 Years",NA,-Inf,NA
"4287","District of Columbia",NA,2024-07-06,"5-17 Years",NA,-Inf,NA
"4288","District of Columbia",NA,2024-07-13,"5-17 Years",NA,-Inf,NA
"4289","District of Columbia",NA,2024-07-20,"5-17 Years",NA,-Inf,NA
"4290","District of Columbia",NA,2024-07-27,"5-17 Years",NA,-Inf,NA
"4291","District of Columbia",NA,2024-08-03,"5-17 Years",NA,-Inf,NA
"4292","District of Columbia",NA,2024-08-10,"5-17 Years",NA,-Inf,NA
"4293","District of Columbia",NA,2024-08-17,"5-17 Years",NA,-Inf,NA
"4294","District of Columbia",NA,2024-08-24,"5-17 Years",NA,-Inf,NA
"4295","District of Columbia",NA,2024-08-31,"5-17 Years",NA,-Inf,NA
"4296","District of Columbia",NA,2024-09-07,"5-17 Years",NA,-Inf,NA
"4297","District of Columbia",NA,2024-09-14,"5-17 Years",NA,-Inf,NA
"4298","District of Columbia",NA,2024-09-21,"5-17 Years",NA,-Inf,NA
"4299","District of Columbia",NA,2024-09-28,"5-17 Years",NA,-Inf,NA
"4300","District of Columbia",NA,2024-10-05,"5-17 Years",NA,-Inf,NA
"4301","District of Columbia",NA,2024-10-12,"5-17 Years",NA,-Inf,NA
"4302","District of Columbia",NA,2024-10-19,"5-17 Years",NA,-Inf,NA
"4303","District of Columbia",NA,2024-10-26,"5-17 Years",NA,-Inf,NA
"4304","District of Columbia",NA,2024-11-02,"5-17 Years",NA,-Inf,NA
"4305","District of Columbia",NA,2024-11-09,"5-17 Years",NA,-Inf,NA
"4306","District of Columbia",NA,2024-11-16,"5-17 Years",NA,-Inf,NA
"4307","District of Columbia",NA,2024-11-23,"5-17 Years",NA,-Inf,NA
"4308","District of Columbia",NA,2024-11-30,"5-17 Years",NA,-Inf,NA
"4309","District of Columbia",NA,2024-12-07,"5-17 Years",NA,-Inf,NA
"4310","District of Columbia",NA,2024-12-14,"5-17 Years",NA,-Inf,NA
"4311","District of Columbia",NA,2024-12-21,"5-17 Years",NA,-Inf,NA
"4312","District of Columbia",NA,2024-12-28,"5-17 Years",NA,-Inf,NA
"4313","District of Columbia",NA,2025-01-04,"5-17 Years",NA,-Inf,NA
"4314","District of Columbia",NA,2025-01-11,"5-17 Years",NA,-Inf,NA
"4315","District of Columbia",NA,2025-01-18,"5-17 Years",NA,-Inf,NA
"4316","District of Columbia",NA,2025-01-25,"5-17 Years",NA,-Inf,NA
"4317","District of Columbia",NA,2023-07-01,"50-64 Years",NA,-Inf,NA
"4318","District of Columbia",NA,2023-07-08,"50-64 Years",NA,-Inf,NA
"4319","District of Columbia",NA,2023-07-15,"50-64 Years",NA,-Inf,NA
"4320","District of Columbia",NA,2023-07-22,"50-64 Years",NA,-Inf,NA
"4321","District of Columbia",NA,2023-07-29,"50-64 Years",NA,-Inf,NA
"4322","District of Columbia",NA,2023-08-05,"50-64 Years",NA,-Inf,NA
"4323","District of Columbia",NA,2023-08-12,"50-64 Years",NA,-Inf,NA
"4324","District of Columbia",NA,2023-08-19,"50-64 Years",NA,-Inf,NA
"4325","District of Columbia",NA,2023-08-26,"50-64 Years",NA,-Inf,NA
"4326","District of Columbia",NA,2023-09-02,"50-64 Years",NA,-Inf,NA
"4327","District of Columbia",NA,2023-09-09,"50-64 Years",NA,-Inf,NA
"4328","District of Columbia",NA,2023-09-16,"50-64 Years",NA,-Inf,NA
"4329","District of Columbia",NA,2023-09-23,"50-64 Years",NA,-Inf,NA
"4330","District of Columbia",NA,2023-09-30,"50-64 Years",NA,-Inf,NA
"4331","District of Columbia",NA,2023-10-07,"50-64 Years",NA,-Inf,NA
"4332","District of Columbia",NA,2023-10-14,"50-64 Years",NA,-Inf,NA
"4333","District of Columbia",NA,2023-10-21,"50-64 Years",NA,-Inf,NA
"4334","District of Columbia",NA,2023-10-28,"50-64 Years",NA,-Inf,NA
"4335","District of Columbia",NA,2023-11-04,"50-64 Years",NA,-Inf,NA
"4336","District of Columbia",NA,2023-11-11,"50-64 Years",NA,-Inf,NA
"4337","District of Columbia",NA,2023-11-18,"50-64 Years",NA,-Inf,NA
"4338","District of Columbia",NA,2023-11-25,"50-64 Years",NA,-Inf,NA
"4339","District of Columbia",NA,2023-12-02,"50-64 Years",NA,-Inf,NA
"4340","District of Columbia",NA,2023-12-09,"50-64 Years",NA,-Inf,NA
"4341","District of Columbia",NA,2023-12-16,"50-64 Years",NA,-Inf,NA
"4342","District of Columbia",NA,2023-12-23,"50-64 Years",NA,-Inf,NA
"4343","District of Columbia",NA,2023-12-30,"50-64 Years",NA,-Inf,NA
"4344","District of Columbia",NA,2024-01-06,"50-64 Years",NA,-Inf,NA
"4345","District of Columbia",NA,2024-01-13,"50-64 Years",NA,-Inf,NA
"4346","District of Columbia",NA,2024-01-20,"50-64 Years",NA,-Inf,NA
"4347","District of Columbia",NA,2024-01-27,"50-64 Years",NA,-Inf,NA
"4348","District of Columbia",NA,2024-02-03,"50-64 Years",NA,-Inf,NA
"4349","District of Columbia",NA,2024-02-10,"50-64 Years",NA,-Inf,NA
"4350","District of Columbia",NA,2024-02-17,"50-64 Years",NA,-Inf,NA
"4351","District of Columbia",NA,2024-02-24,"50-64 Years",NA,-Inf,NA
"4352","District of Columbia",NA,2024-03-02,"50-64 Years",NA,-Inf,NA
"4353","District of Columbia",NA,2024-03-09,"50-64 Years",NA,-Inf,NA
"4354","District of Columbia",NA,2024-03-16,"50-64 Years",NA,-Inf,NA
"4355","District of Columbia",NA,2024-03-23,"50-64 Years",NA,-Inf,NA
"4356","District of Columbia",NA,2024-03-30,"50-64 Years",NA,-Inf,NA
"4357","District of Columbia",NA,2024-04-06,"50-64 Years",NA,-Inf,NA
"4358","District of Columbia",NA,2024-04-13,"50-64 Years",NA,-Inf,NA
"4359","District of Columbia",NA,2024-04-20,"50-64 Years",NA,-Inf,NA
"4360","District of Columbia",NA,2024-04-27,"50-64 Years",NA,-Inf,NA
"4361","District of Columbia",NA,2024-05-04,"50-64 Years",NA,-Inf,NA
"4362","District of Columbia",NA,2024-05-11,"50-64 Years",NA,-Inf,NA
"4363","District of Columbia",NA,2024-05-18,"50-64 Years",NA,-Inf,NA
"4364","District of Columbia",NA,2024-05-25,"50-64 Years",NA,-Inf,NA
"4365","District of Columbia",NA,2024-06-01,"50-64 Years",NA,-Inf,NA
"4366","District of Columbia",NA,2024-06-08,"50-64 Years",NA,-Inf,NA
"4367","District of Columbia",NA,2024-06-15,"50-64 Years",NA,-Inf,NA
"4368","District of Columbia",NA,2024-06-22,"50-64 Years",NA,-Inf,NA
"4369","District of Columbia",NA,2024-06-29,"50-64 Years",NA,-Inf,NA
"4370","District of Columbia",NA,2024-07-06,"50-64 Years",NA,-Inf,NA
"4371","District of Columbia",NA,2024-07-13,"50-64 Years",NA,-Inf,NA
"4372","District of Columbia",NA,2024-07-20,"50-64 Years",NA,-Inf,NA
"4373","District of Columbia",NA,2024-07-27,"50-64 Years",NA,-Inf,NA
"4374","District of Columbia",NA,2024-08-03,"50-64 Years",NA,-Inf,NA
"4375","District of Columbia",NA,2024-08-10,"50-64 Years",NA,-Inf,NA
"4376","District of Columbia",NA,2024-08-17,"50-64 Years",NA,-Inf,NA
"4377","District of Columbia",NA,2024-08-24,"50-64 Years",NA,-Inf,NA
"4378","District of Columbia",NA,2024-08-31,"50-64 Years",NA,-Inf,NA
"4379","District of Columbia",NA,2024-09-07,"50-64 Years",NA,-Inf,NA
"4380","District of Columbia",NA,2024-09-14,"50-64 Years",NA,-Inf,NA
"4381","District of Columbia",NA,2024-09-21,"50-64 Years",NA,-Inf,NA
"4382","District of Columbia",NA,2024-09-28,"50-64 Years",NA,-Inf,NA
"4383","District of Columbia",NA,2024-10-05,"50-64 Years",NA,-Inf,NA
"4384","District of Columbia",NA,2024-10-12,"50-64 Years",NA,-Inf,NA
"4385","District of Columbia",NA,2024-10-19,"50-64 Years",NA,-Inf,NA
"4386","District of Columbia",NA,2024-10-26,"50-64 Years",NA,-Inf,NA
"4387","District of Columbia",NA,2024-11-02,"50-64 Years",NA,-Inf,NA
"4388","District of Columbia",NA,2024-11-09,"50-64 Years",NA,-Inf,NA
"4389","District of Columbia",NA,2024-11-16,"50-64 Years",NA,-Inf,NA
"4390","District of Columbia",NA,2024-11-23,"50-64 Years",NA,-Inf,NA
"4391","District of Columbia",NA,2024-11-30,"50-64 Years",NA,-Inf,NA
"4392","District of Columbia",NA,2024-12-07,"50-64 Years",NA,-Inf,NA
"4393","District of Columbia",NA,2024-12-14,"50-64 Years",NA,-Inf,NA
"4394","District of Columbia",NA,2024-12-21,"50-64 Years",NA,-Inf,NA
"4395","District of Columbia",NA,2024-12-28,"50-64 Years",NA,-Inf,NA
"4396","District of Columbia",NA,2025-01-04,"50-64 Years",NA,-Inf,NA
"4397","District of Columbia",NA,2025-01-11,"50-64 Years",NA,-Inf,NA
"4398","District of Columbia",NA,2025-01-18,"50-64 Years",NA,-Inf,NA
"4399","District of Columbia",NA,2025-01-25,"50-64 Years",NA,-Inf,NA
"4400","District of Columbia",NA,2023-07-01,"65-74 Years",NA,-Inf,NA
"4401","District of Columbia",NA,2023-07-08,"65-74 Years",NA,-Inf,NA
"4402","District of Columbia",NA,2023-07-15,"65-74 Years",NA,-Inf,NA
"4403","District of Columbia",NA,2023-07-22,"65-74 Years",NA,-Inf,NA
"4404","District of Columbia",NA,2023-07-29,"65-74 Years",NA,-Inf,NA
"4405","District of Columbia",NA,2023-08-05,"65-74 Years",NA,-Inf,NA
"4406","District of Columbia",NA,2023-08-12,"65-74 Years",NA,-Inf,NA
"4407","District of Columbia",NA,2023-08-19,"65-74 Years",NA,-Inf,NA
"4408","District of Columbia",NA,2023-08-26,"65-74 Years",NA,-Inf,NA
"4409","District of Columbia",NA,2023-09-02,"65-74 Years",NA,-Inf,NA
"4410","District of Columbia",NA,2023-09-09,"65-74 Years",NA,-Inf,NA
"4411","District of Columbia",NA,2023-09-16,"65-74 Years",NA,-Inf,NA
"4412","District of Columbia",NA,2023-09-23,"65-74 Years",NA,-Inf,NA
"4413","District of Columbia",NA,2023-09-30,"65-74 Years",NA,-Inf,NA
"4414","District of Columbia",NA,2023-10-07,"65-74 Years",NA,-Inf,NA
"4415","District of Columbia",NA,2023-10-14,"65-74 Years",NA,-Inf,NA
"4416","District of Columbia",NA,2023-10-21,"65-74 Years",NA,-Inf,NA
"4417","District of Columbia",NA,2023-10-28,"65-74 Years",NA,-Inf,NA
"4418","District of Columbia",NA,2023-11-04,"65-74 Years",NA,-Inf,NA
"4419","District of Columbia",NA,2023-11-11,"65-74 Years",NA,-Inf,NA
"4420","District of Columbia",NA,2023-11-18,"65-74 Years",NA,-Inf,NA
"4421","District of Columbia",NA,2023-11-25,"65-74 Years",NA,-Inf,NA
"4422","District of Columbia",NA,2023-12-02,"65-74 Years",NA,-Inf,NA
"4423","District of Columbia",NA,2023-12-09,"65-74 Years",NA,-Inf,NA
"4424","District of Columbia",NA,2023-12-16,"65-74 Years",NA,-Inf,NA
"4425","District of Columbia",NA,2023-12-23,"65-74 Years",NA,-Inf,NA
"4426","District of Columbia",NA,2023-12-30,"65-74 Years",NA,-Inf,NA
"4427","District of Columbia",NA,2024-01-06,"65-74 Years",NA,-Inf,NA
"4428","District of Columbia",NA,2024-01-13,"65-74 Years",NA,-Inf,NA
"4429","District of Columbia",NA,2024-01-20,"65-74 Years",NA,-Inf,NA
"4430","District of Columbia",NA,2024-01-27,"65-74 Years",NA,-Inf,NA
"4431","District of Columbia",NA,2024-02-03,"65-74 Years",NA,-Inf,NA
"4432","District of Columbia",NA,2024-02-10,"65-74 Years",NA,-Inf,NA
"4433","District of Columbia",NA,2024-02-17,"65-74 Years",NA,-Inf,NA
"4434","District of Columbia",NA,2024-02-24,"65-74 Years",NA,-Inf,NA
"4435","District of Columbia",NA,2024-03-02,"65-74 Years",NA,-Inf,NA
"4436","District of Columbia",NA,2024-03-09,"65-74 Years",NA,-Inf,NA
"4437","District of Columbia",NA,2024-03-16,"65-74 Years",NA,-Inf,NA
"4438","District of Columbia",NA,2024-03-23,"65-74 Years",NA,-Inf,NA
"4439","District of Columbia",NA,2024-03-30,"65-74 Years",NA,-Inf,NA
"4440","District of Columbia",NA,2024-04-06,"65-74 Years",NA,-Inf,NA
"4441","District of Columbia",NA,2024-04-13,"65-74 Years",NA,-Inf,NA
"4442","District of Columbia",NA,2024-04-20,"65-74 Years",NA,-Inf,NA
"4443","District of Columbia",NA,2024-04-27,"65-74 Years",NA,-Inf,NA
"4444","District of Columbia",NA,2024-05-04,"65-74 Years",NA,-Inf,NA
"4445","District of Columbia",NA,2024-05-11,"65-74 Years",NA,-Inf,NA
"4446","District of Columbia",NA,2024-05-18,"65-74 Years",NA,-Inf,NA
"4447","District of Columbia",NA,2024-05-25,"65-74 Years",NA,-Inf,NA
"4448","District of Columbia",NA,2024-06-01,"65-74 Years",NA,-Inf,NA
"4449","District of Columbia",NA,2024-06-08,"65-74 Years",NA,-Inf,NA
"4450","District of Columbia",NA,2024-06-15,"65-74 Years",NA,-Inf,NA
"4451","District of Columbia",NA,2024-06-22,"65-74 Years",NA,-Inf,NA
"4452","District of Columbia",NA,2024-06-29,"65-74 Years",NA,-Inf,NA
"4453","District of Columbia",NA,2024-07-06,"65-74 Years",NA,-Inf,NA
"4454","District of Columbia",NA,2024-07-13,"65-74 Years",NA,-Inf,NA
"4455","District of Columbia",NA,2024-07-20,"65-74 Years",NA,-Inf,NA
"4456","District of Columbia",NA,2024-07-27,"65-74 Years",NA,-Inf,NA
"4457","District of Columbia",NA,2024-08-03,"65-74 Years",NA,-Inf,NA
"4458","District of Columbia",NA,2024-08-10,"65-74 Years",NA,-Inf,NA
"4459","District of Columbia",NA,2024-08-17,"65-74 Years",NA,-Inf,NA
"4460","District of Columbia",NA,2024-08-24,"65-74 Years",NA,-Inf,NA
"4461","District of Columbia",NA,2024-08-31,"65-74 Years",NA,-Inf,NA
"4462","District of Columbia",NA,2024-09-07,"65-74 Years",NA,-Inf,NA
"4463","District of Columbia",NA,2024-09-14,"65-74 Years",NA,-Inf,NA
"4464","District of Columbia",NA,2024-09-21,"65-74 Years",NA,-Inf,NA
"4465","District of Columbia",NA,2024-09-28,"65-74 Years",NA,-Inf,NA
"4466","District of Columbia",NA,2024-10-05,"65-74 Years",NA,-Inf,NA
"4467","District of Columbia",NA,2024-10-12,"65-74 Years",NA,-Inf,NA
"4468","District of Columbia",NA,2024-10-19,"65-74 Years",NA,-Inf,NA
"4469","District of Columbia",NA,2024-10-26,"65-74 Years",NA,-Inf,NA
"4470","District of Columbia",NA,2024-11-02,"65-74 Years",NA,-Inf,NA
"4471","District of Columbia",NA,2024-11-09,"65-74 Years",NA,-Inf,NA
"4472","District of Columbia",NA,2024-11-16,"65-74 Years",NA,-Inf,NA
"4473","District of Columbia",NA,2024-11-23,"65-74 Years",NA,-Inf,NA
"4474","District of Columbia",NA,2024-11-30,"65-74 Years",NA,-Inf,NA
"4475","District of Columbia",NA,2024-12-07,"65-74 Years",NA,-Inf,NA
"4476","District of Columbia",NA,2024-12-14,"65-74 Years",NA,-Inf,NA
"4477","District of Columbia",NA,2024-12-21,"65-74 Years",NA,-Inf,NA
"4478","District of Columbia",NA,2024-12-28,"65-74 Years",NA,-Inf,NA
"4479","District of Columbia",NA,2025-01-04,"65-74 Years",NA,-Inf,NA
"4480","District of Columbia",NA,2025-01-11,"65-74 Years",NA,-Inf,NA
"4481","District of Columbia",NA,2025-01-18,"65-74 Years",NA,-Inf,NA
"4482","District of Columbia",NA,2025-01-25,"65-74 Years",NA,-Inf,NA
"4483","District of Columbia",NA,2023-07-01,"75+ Years",NA,-Inf,NA
"4484","District of Columbia",NA,2023-07-08,"75+ Years",NA,-Inf,NA
"4485","District of Columbia",NA,2023-07-15,"75+ Years",NA,-Inf,NA
"4486","District of Columbia",NA,2023-07-22,"75+ Years",NA,-Inf,NA
"4487","District of Columbia",NA,2023-07-29,"75+ Years",NA,-Inf,NA
"4488","District of Columbia",NA,2023-08-05,"75+ Years",NA,-Inf,NA
"4489","District of Columbia",NA,2023-08-12,"75+ Years",NA,-Inf,NA
"4490","District of Columbia",NA,2023-08-19,"75+ Years",NA,-Inf,NA
"4491","District of Columbia",NA,2023-08-26,"75+ Years",NA,-Inf,NA
"4492","District of Columbia",NA,2023-09-02,"75+ Years",NA,-Inf,NA
"4493","District of Columbia",NA,2023-09-09,"75+ Years",NA,-Inf,NA
"4494","District of Columbia",NA,2023-09-16,"75+ Years",NA,-Inf,NA
"4495","District of Columbia",NA,2023-09-23,"75+ Years",NA,-Inf,NA
"4496","District of Columbia",NA,2023-09-30,"75+ Years",NA,-Inf,NA
"4497","District of Columbia",NA,2023-10-07,"75+ Years",NA,-Inf,NA
"4498","District of Columbia",NA,2023-10-14,"75+ Years",NA,-Inf,NA
"4499","District of Columbia",NA,2023-10-21,"75+ Years",NA,-Inf,NA
"4500","District of Columbia",NA,2023-10-28,"75+ Years",NA,-Inf,NA
"4501","District of Columbia",NA,2023-11-04,"75+ Years",NA,-Inf,NA
"4502","District of Columbia",NA,2023-11-11,"75+ Years",NA,-Inf,NA
"4503","District of Columbia",NA,2023-11-18,"75+ Years",NA,-Inf,NA
"4504","District of Columbia",NA,2023-11-25,"75+ Years",NA,-Inf,NA
"4505","District of Columbia",NA,2023-12-02,"75+ Years",NA,-Inf,NA
"4506","District of Columbia",NA,2023-12-09,"75+ Years",NA,-Inf,NA
"4507","District of Columbia",NA,2023-12-16,"75+ Years",NA,-Inf,NA
"4508","District of Columbia",NA,2023-12-23,"75+ Years",NA,-Inf,NA
"4509","District of Columbia",NA,2023-12-30,"75+ Years",NA,-Inf,NA
"4510","District of Columbia",NA,2024-01-06,"75+ Years",NA,-Inf,NA
"4511","District of Columbia",NA,2024-01-13,"75+ Years",NA,-Inf,NA
"4512","District of Columbia",NA,2024-01-20,"75+ Years",NA,-Inf,NA
