"","geography","N_cases_epic","date","Level","N_cases_epic_3m","max_grp","scale_age_epic"
"17508","New Mexico",NA,2024-12-21,"1-4 Years",NA,18,NA
"17509","New Mexico",NA,2024-12-28,"1-4 Years",NA,18,NA
"17510","New Mexico",NA,2025-01-04,"1-4 Years",NA,18,NA
"17511","New Mexico",NA,2025-01-11,"1-4 Years",NA,18,NA
"17512","New Mexico",NA,2025-01-18,"1-4 Years",NA,18,NA
"17513","New Mexico",NA,2025-01-25,"1-4 Years",NA,18,NA
"17514","New Mexico",NA,2023-07-01,"18-49 Years",NA,-Inf,NA
"17515","New Mexico",NA,2023-07-08,"18-49 Years",NA,-Inf,NA
"17516","New Mexico",NA,2023-07-15,"18-49 Years",NA,-Inf,NA
"17517","New Mexico",NA,2023-07-22,"18-49 Years",NA,-Inf,NA
"17518","New Mexico",NA,2023-07-29,"18-49 Years",NA,-Inf,NA
"17519","New Mexico",NA,2023-08-05,"18-49 Years",NA,-Inf,NA
"17520","New Mexico",NA,2023-08-12,"18-49 Years",NA,-Inf,NA
"17521","New Mexico",NA,2023-08-19,"18-49 Years",NA,-Inf,NA
"17522","New Mexico",NA,2023-08-26,"18-49 Years",NA,-Inf,NA
"17523","New Mexico",NA,2023-09-02,"18-49 Years",NA,-Inf,NA
"17524","New Mexico",NA,2023-09-09,"18-49 Years",NA,-Inf,NA
"17525","New Mexico",NA,2023-09-16,"18-49 Years",NA,-Inf,NA
"17526","New Mexico",NA,2023-09-23,"18-49 Years",NA,-Inf,NA
"17527","New Mexico",NA,2023-09-30,"18-49 Years",NA,-Inf,NA
"17528","New Mexico",NA,2023-10-07,"18-49 Years",NA,-Inf,NA
"17529","New Mexico",NA,2023-10-14,"18-49 Years",NA,-Inf,NA
"17530","New Mexico",NA,2023-10-21,"18-49 Years",NA,-Inf,NA
"17531","New Mexico",NA,2023-10-28,"18-49 Years",NA,-Inf,NA
"17532","New Mexico",NA,2023-11-04,"18-49 Years",NA,-Inf,NA
"17533","New Mexico",NA,2023-11-11,"18-49 Years",NA,-Inf,NA
"17534","New Mexico",NA,2023-11-18,"18-49 Years",NA,-Inf,NA
"17535","New Mexico",NA,2023-11-25,"18-49 Years",NA,-Inf,NA
"17536","New Mexico",NA,2023-12-02,"18-49 Years",NA,-Inf,NA
"17537","New Mexico",NA,2023-12-09,"18-49 Years",NA,-Inf,NA
"17538","New Mexico",NA,2023-12-16,"18-49 Years",NA,-Inf,NA
"17539","New Mexico",NA,2023-12-23,"18-49 Years",NA,-Inf,NA
"17540","New Mexico",NA,2023-12-30,"18-49 Years",NA,-Inf,NA
"17541","New Mexico",NA,2024-01-06,"18-49 Years",NA,-Inf,NA
"17542","New Mexico",NA,2024-01-13,"18-49 Years",NA,-Inf,NA
"17543","New Mexico",NA,2024-01-20,"18-49 Years",NA,-Inf,NA
"17544","New Mexico",NA,2024-01-27,"18-49 Years",NA,-Inf,NA
"17545","New Mexico",NA,2024-02-03,"18-49 Years",NA,-Inf,NA
"17546","New Mexico",NA,2024-02-10,"18-49 Years",NA,-Inf,NA
"17547","New Mexico",NA,2024-02-17,"18-49 Years",NA,-Inf,NA
"17548","New Mexico",NA,2024-02-24,"18-49 Years",NA,-Inf,NA
"17549","New Mexico",NA,2024-03-02,"18-49 Years",NA,-Inf,NA
"17550","New Mexico",NA,2024-03-09,"18-49 Years",NA,-Inf,NA
"17551","New Mexico",NA,2024-03-16,"18-49 Years",NA,-Inf,NA
"17552","New Mexico",NA,2024-03-23,"18-49 Years",NA,-Inf,NA
"17553","New Mexico",NA,2024-03-30,"18-49 Years",NA,-Inf,NA
"17554","New Mexico",NA,2024-04-06,"18-49 Years",NA,-Inf,NA
"17555","New Mexico",NA,2024-04-13,"18-49 Years",NA,-Inf,NA
"17556","New Mexico",NA,2024-04-20,"18-49 Years",NA,-Inf,NA
"17557","New Mexico",NA,2024-04-27,"18-49 Years",NA,-Inf,NA
"17558","New Mexico",NA,2024-05-04,"18-49 Years",NA,-Inf,NA
"17559","New Mexico",NA,2024-05-11,"18-49 Years",NA,-Inf,NA
"17560","New Mexico",NA,2024-05-18,"18-49 Years",NA,-Inf,NA
"17561","New Mexico",NA,2024-05-25,"18-49 Years",NA,-Inf,NA
"17562","New Mexico",NA,2024-06-01,"18-49 Years",NA,-Inf,NA
"17563","New Mexico",NA,2024-06-08,"18-49 Years",NA,-Inf,NA
"17564","New Mexico",NA,2024-06-15,"18-49 Years",NA,-Inf,NA
"17565","New Mexico",NA,2024-06-22,"18-49 Years",NA,-Inf,NA
"17566","New Mexico",NA,2024-06-29,"18-49 Years",NA,-Inf,NA
"17567","New Mexico",NA,2024-07-06,"18-49 Years",NA,-Inf,NA
"17568","New Mexico",NA,2024-07-13,"18-49 Years",NA,-Inf,NA
"17569","New Mexico",NA,2024-07-20,"18-49 Years",NA,-Inf,NA
"17570","New Mexico",NA,2024-07-27,"18-49 Years",NA,-Inf,NA
"17571","New Mexico",NA,2024-08-03,"18-49 Years",NA,-Inf,NA
"17572","New Mexico",NA,2024-08-10,"18-49 Years",NA,-Inf,NA
"17573","New Mexico",NA,2024-08-17,"18-49 Years",NA,-Inf,NA
"17574","New Mexico",NA,2024-08-24,"18-49 Years",NA,-Inf,NA
"17575","New Mexico",NA,2024-08-31,"18-49 Years",NA,-Inf,NA
"17576","New Mexico",NA,2024-09-07,"18-49 Years",NA,-Inf,NA
"17577","New Mexico",NA,2024-09-14,"18-49 Years",NA,-Inf,NA
"17578","New Mexico",NA,2024-09-21,"18-49 Years",NA,-Inf,NA
"17579","New Mexico",NA,2024-09-28,"18-49 Years",NA,-Inf,NA
"17580","New Mexico",NA,2024-10-05,"18-49 Years",NA,-Inf,NA
"17581","New Mexico",NA,2024-10-12,"18-49 Years",NA,-Inf,NA
"17582","New Mexico",NA,2024-10-19,"18-49 Years",NA,-Inf,NA
"17583","New Mexico",NA,2024-10-26,"18-49 Years",NA,-Inf,NA
"17584","New Mexico",NA,2024-11-02,"18-49 Years",NA,-Inf,NA
"17585","New Mexico",NA,2024-11-09,"18-49 Years",NA,-Inf,NA
"17586","New Mexico",NA,2024-11-16,"18-49 Years",NA,-Inf,NA
"17587","New Mexico",NA,2024-11-23,"18-49 Years",NA,-Inf,NA
"17588","New Mexico",NA,2024-11-30,"18-49 Years",NA,-Inf,NA
"17589","New Mexico",NA,2024-12-07,"18-49 Years",NA,-Inf,NA
"17590","New Mexico",NA,2024-12-14,"18-49 Years",NA,-Inf,NA
"17591","New Mexico",NA,2024-12-21,"18-49 Years",NA,-Inf,NA
"17592","New Mexico",NA,2024-12-28,"18-49 Years",NA,-Inf,NA
"17593","New Mexico",NA,2025-01-04,"18-49 Years",NA,-Inf,NA
"17594","New Mexico",NA,2025-01-11,"18-49 Years",NA,-Inf,NA
"17595","New Mexico",NA,2025-01-18,"18-49 Years",NA,-Inf,NA
"17596","New Mexico",NA,2025-01-25,"18-49 Years",NA,-Inf,NA
"17597","New Mexico",NA,2023-07-01,"5-17 Years",NA,-Inf,NA
"17598","New Mexico",NA,2023-07-08,"5-17 Years",NA,-Inf,NA
"17599","New Mexico",NA,2023-07-15,"5-17 Years",NA,-Inf,NA
"17600","New Mexico",NA,2023-07-22,"5-17 Years",NA,-Inf,NA
"17601","New Mexico",NA,2023-07-29,"5-17 Years",NA,-Inf,NA
"17602","New Mexico",NA,2023-08-05,"5-17 Years",NA,-Inf,NA
"17603","New Mexico",NA,2023-08-12,"5-17 Years",NA,-Inf,NA
"17604","New Mexico",NA,2023-08-19,"5-17 Years",NA,-Inf,NA
"17605","New Mexico",NA,2023-08-26,"5-17 Years",NA,-Inf,NA
"17606","New Mexico",NA,2023-09-02,"5-17 Years",NA,-Inf,NA
"17607","New Mexico",NA,2023-09-09,"5-17 Years",NA,-Inf,NA
"17608","New Mexico",NA,2023-09-16,"5-17 Years",NA,-Inf,NA
"17609","New Mexico",NA,2023-09-23,"5-17 Years",NA,-Inf,NA
"17610","New Mexico",NA,2023-09-30,"5-17 Years",NA,-Inf,NA
"17611","New Mexico",NA,2023-10-07,"5-17 Years",NA,-Inf,NA
"17612","New Mexico",NA,2023-10-14,"5-17 Years",NA,-Inf,NA
"17613","New Mexico",NA,2023-10-21,"5-17 Years",NA,-Inf,NA
"17614","New Mexico",NA,2023-10-28,"5-17 Years",NA,-Inf,NA
"17615","New Mexico",NA,2023-11-04,"5-17 Years",NA,-Inf,NA
"17616","New Mexico",NA,2023-11-11,"5-17 Years",NA,-Inf,NA
"17617","New Mexico",NA,2023-11-18,"5-17 Years",NA,-Inf,NA
"17618","New Mexico",NA,2023-11-25,"5-17 Years",NA,-Inf,NA
"17619","New Mexico",NA,2023-12-02,"5-17 Years",NA,-Inf,NA
"17620","New Mexico",NA,2023-12-09,"5-17 Years",NA,-Inf,NA
"17621","New Mexico",NA,2023-12-16,"5-17 Years",NA,-Inf,NA
"17622","New Mexico",NA,2023-12-23,"5-17 Years",NA,-Inf,NA
"17623","New Mexico",NA,2023-12-30,"5-17 Years",NA,-Inf,NA
"17624","New Mexico",NA,2024-01-06,"5-17 Years",NA,-Inf,NA
"17625","New Mexico",NA,2024-01-13,"5-17 Years",NA,-Inf,NA
"17626","New Mexico",NA,2024-01-20,"5-17 Years",NA,-Inf,NA
"17627","New Mexico",NA,2024-01-27,"5-17 Years",NA,-Inf,NA
"17628","New Mexico",NA,2024-02-03,"5-17 Years",NA,-Inf,NA
"17629","New Mexico",NA,2024-02-10,"5-17 Years",NA,-Inf,NA
"17630","New Mexico",NA,2024-02-17,"5-17 Years",NA,-Inf,NA
"17631","New Mexico",NA,2024-02-24,"5-17 Years",NA,-Inf,NA
"17632","New Mexico",NA,2024-03-02,"5-17 Years",NA,-Inf,NA
"17633","New Mexico",NA,2024-03-09,"5-17 Years",NA,-Inf,NA
"17634","New Mexico",NA,2024-03-16,"5-17 Years",NA,-Inf,NA
"17635","New Mexico",NA,2024-03-23,"5-17 Years",NA,-Inf,NA
"17636","New Mexico",NA,2024-03-30,"5-17 Years",NA,-Inf,NA
"17637","New Mexico",NA,2024-04-06,"5-17 Years",NA,-Inf,NA
"17638","New Mexico",NA,2024-04-13,"5-17 Years",NA,-Inf,NA
"17639","New Mexico",NA,2024-04-20,"5-17 Years",NA,-Inf,NA
"17640","New Mexico",NA,2024-04-27,"5-17 Years",NA,-Inf,NA
"17641","New Mexico",NA,2024-05-04,"5-17 Years",NA,-Inf,NA
"17642","New Mexico",NA,2024-05-11,"5-17 Years",NA,-Inf,NA
"17643","New Mexico",NA,2024-05-18,"5-17 Years",NA,-Inf,NA
"17644","New Mexico",NA,2024-05-25,"5-17 Years",NA,-Inf,NA
"17645","New Mexico",NA,2024-06-01,"5-17 Years",NA,-Inf,NA
"17646","New Mexico",NA,2024-06-08,"5-17 Years",NA,-Inf,NA
"17647","New Mexico",NA,2024-06-15,"5-17 Years",NA,-Inf,NA
"17648","New Mexico",NA,2024-06-22,"5-17 Years",NA,-Inf,NA
"17649","New Mexico",NA,2024-06-29,"5-17 Years",NA,-Inf,NA
"17650","New Mexico",NA,2024-07-06,"5-17 Years",NA,-Inf,NA
"17651","New Mexico",NA,2024-07-13,"5-17 Years",NA,-Inf,NA
"17652","New Mexico",NA,2024-07-20,"5-17 Years",NA,-Inf,NA
"17653","New Mexico",NA,2024-07-27,"5-17 Years",NA,-Inf,NA
"17654","New Mexico",NA,2024-08-03,"5-17 Years",NA,-Inf,NA
"17655","New Mexico",NA,2024-08-10,"5-17 Years",NA,-Inf,NA
"17656","New Mexico",NA,2024-08-17,"5-17 Years",NA,-Inf,NA
"17657","New Mexico",NA,2024-08-24,"5-17 Years",NA,-Inf,NA
"17658","New Mexico",NA,2024-08-31,"5-17 Years",NA,-Inf,NA
"17659","New Mexico",NA,2024-09-07,"5-17 Years",NA,-Inf,NA
"17660","New Mexico",NA,2024-09-14,"5-17 Years",NA,-Inf,NA
"17661","New Mexico",NA,2024-09-21,"5-17 Years",NA,-Inf,NA
"17662","New Mexico",NA,2024-09-28,"5-17 Years",NA,-Inf,NA
"17663","New Mexico",NA,2024-10-05,"5-17 Years",NA,-Inf,NA
"17664","New Mexico",NA,2024-10-12,"5-17 Years",NA,-Inf,NA
"17665","New Mexico",NA,2024-10-19,"5-17 Years",NA,-Inf,NA
"17666","New Mexico",NA,2024-10-26,"5-17 Years",NA,-Inf,NA
"17667","New Mexico",NA,2024-11-02,"5-17 Years",NA,-Inf,NA
"17668","New Mexico",NA,2024-11-09,"5-17 Years",NA,-Inf,NA
"17669","New Mexico",NA,2024-11-16,"5-17 Years",NA,-Inf,NA
"17670","New Mexico",NA,2024-11-23,"5-17 Years",NA,-Inf,NA
"17671","New Mexico",NA,2024-11-30,"5-17 Years",NA,-Inf,NA
"17672","New Mexico",NA,2024-12-07,"5-17 Years",NA,-Inf,NA
"17673","New Mexico",NA,2024-12-14,"5-17 Years",NA,-Inf,NA
"17674","New Mexico",NA,2024-12-21,"5-17 Years",NA,-Inf,NA
"17675","New Mexico",NA,2024-12-28,"5-17 Years",NA,-Inf,NA
"17676","New Mexico",NA,2025-01-04,"5-17 Years",NA,-Inf,NA
"17677","New Mexico",NA,2025-01-11,"5-17 Years",NA,-Inf,NA
"17678","New Mexico",NA,2025-01-18,"5-17 Years",NA,-Inf,NA
"17679","New Mexico",NA,2025-01-25,"5-17 Years",NA,-Inf,NA
"17680","New Mexico",NA,2023-07-01,"50-64 Years",NA,-Inf,NA
"17681","New Mexico",NA,2023-07-08,"50-64 Years",NA,-Inf,NA
"17682","New Mexico",NA,2023-07-15,"50-64 Years",NA,-Inf,NA
"17683","New Mexico",NA,2023-07-22,"50-64 Years",NA,-Inf,NA
"17684","New Mexico",NA,2023-07-29,"50-64 Years",NA,-Inf,NA
"17685","New Mexico",NA,2023-08-05,"50-64 Years",NA,-Inf,NA
"17686","New Mexico",NA,2023-08-12,"50-64 Years",NA,-Inf,NA
"17687","New Mexico",NA,2023-08-19,"50-64 Years",NA,-Inf,NA
"17688","New Mexico",NA,2023-08-26,"50-64 Years",NA,-Inf,NA
"17689","New Mexico",NA,2023-09-02,"50-64 Years",NA,-Inf,NA
"17690","New Mexico",NA,2023-09-09,"50-64 Years",NA,-Inf,NA
"17691","New Mexico",NA,2023-09-16,"50-64 Years",NA,-Inf,NA
"17692","New Mexico",NA,2023-09-23,"50-64 Years",NA,-Inf,NA
"17693","New Mexico",NA,2023-09-30,"50-64 Years",NA,-Inf,NA
"17694","New Mexico",NA,2023-10-07,"50-64 Years",NA,-Inf,NA
"17695","New Mexico",NA,2023-10-14,"50-64 Years",NA,-Inf,NA
"17696","New Mexico",NA,2023-10-21,"50-64 Years",NA,-Inf,NA
"17697","New Mexico",NA,2023-10-28,"50-64 Years",NA,-Inf,NA
"17698","New Mexico",NA,2023-11-04,"50-64 Years",NA,-Inf,NA
"17699","New Mexico",NA,2023-11-11,"50-64 Years",NA,-Inf,NA
"17700","New Mexico",NA,2023-11-18,"50-64 Years",NA,-Inf,NA
"17701","New Mexico",NA,2023-11-25,"50-64 Years",NA,-Inf,NA
"17702","New Mexico",NA,2023-12-02,"50-64 Years",NA,-Inf,NA
"17703","New Mexico",NA,2023-12-09,"50-64 Years",NA,-Inf,NA
"17704","New Mexico",NA,2023-12-16,"50-64 Years",NA,-Inf,NA
"17705","New Mexico",NA,2023-12-23,"50-64 Years",NA,-Inf,NA
"17706","New Mexico",NA,2023-12-30,"50-64 Years",NA,-Inf,NA
"17707","New Mexico",NA,2024-01-06,"50-64 Years",NA,-Inf,NA
"17708","New Mexico",NA,2024-01-13,"50-64 Years",NA,-Inf,NA
"17709","New Mexico",NA,2024-01-20,"50-64 Years",NA,-Inf,NA
"17710","New Mexico",NA,2024-01-27,"50-64 Years",NA,-Inf,NA
"17711","New Mexico",NA,2024-02-03,"50-64 Years",NA,-Inf,NA
"17712","New Mexico",NA,2024-02-10,"50-64 Years",NA,-Inf,NA
"17713","New Mexico",NA,2024-02-17,"50-64 Years",NA,-Inf,NA
"17714","New Mexico",NA,2024-02-24,"50-64 Years",NA,-Inf,NA
"17715","New Mexico",NA,2024-03-02,"50-64 Years",NA,-Inf,NA
"17716","New Mexico",NA,2024-03-09,"50-64 Years",NA,-Inf,NA
"17717","New Mexico",NA,2024-03-16,"50-64 Years",NA,-Inf,NA
"17718","New Mexico",NA,2024-03-23,"50-64 Years",NA,-Inf,NA
"17719","New Mexico",NA,2024-03-30,"50-64 Years",NA,-Inf,NA
"17720","New Mexico",NA,2024-04-06,"50-64 Years",NA,-Inf,NA
"17721","New Mexico",NA,2024-04-13,"50-64 Years",NA,-Inf,NA
"17722","New Mexico",NA,2024-04-20,"50-64 Years",NA,-Inf,NA
"17723","New Mexico",NA,2024-04-27,"50-64 Years",NA,-Inf,NA
"17724","New Mexico",NA,2024-05-04,"50-64 Years",NA,-Inf,NA
"17725","New Mexico",NA,2024-05-11,"50-64 Years",NA,-Inf,NA
"17726","New Mexico",NA,2024-05-18,"50-64 Years",NA,-Inf,NA
"17727","New Mexico",NA,2024-05-25,"50-64 Years",NA,-Inf,NA
"17728","New Mexico",NA,2024-06-01,"50-64 Years",NA,-Inf,NA
"17729","New Mexico",NA,2024-06-08,"50-64 Years",NA,-Inf,NA
"17730","New Mexico",NA,2024-06-15,"50-64 Years",NA,-Inf,NA
"17731","New Mexico",NA,2024-06-22,"50-64 Years",NA,-Inf,NA
"17732","New Mexico",NA,2024-06-29,"50-64 Years",NA,-Inf,NA
"17733","New Mexico",NA,2024-07-06,"50-64 Years",NA,-Inf,NA
"17734","New Mexico",NA,2024-07-13,"50-64 Years",NA,-Inf,NA
"17735","New Mexico",NA,2024-07-20,"50-64 Years",NA,-Inf,NA
"17736","New Mexico",NA,2024-07-27,"50-64 Years",NA,-Inf,NA
"17737","New Mexico",NA,2024-08-03,"50-64 Years",NA,-Inf,NA
"17738","New Mexico",NA,2024-08-10,"50-64 Years",NA,-Inf,NA
"17739","New Mexico",NA,2024-08-17,"50-64 Years",NA,-Inf,NA
"17740","New Mexico",NA,2024-08-24,"50-64 Years",NA,-Inf,NA
"17741","New Mexico",NA,2024-08-31,"50-64 Years",NA,-Inf,NA
"17742","New Mexico",NA,2024-09-07,"50-64 Years",NA,-Inf,NA
"17743","New Mexico",NA,2024-09-14,"50-64 Years",NA,-Inf,NA
"17744","New Mexico",NA,2024-09-21,"50-64 Years",NA,-Inf,NA
"17745","New Mexico",NA,2024-09-28,"50-64 Years",NA,-Inf,NA
"17746","New Mexico",NA,2024-10-05,"50-64 Years",NA,-Inf,NA
"17747","New Mexico",NA,2024-10-12,"50-64 Years",NA,-Inf,NA
"17748","New Mexico",NA,2024-10-19,"50-64 Years",NA,-Inf,NA
"17749","New Mexico",NA,2024-10-26,"50-64 Years",NA,-Inf,NA
"17750","New Mexico",NA,2024-11-02,"50-64 Years",NA,-Inf,NA
"17751","New Mexico",NA,2024-11-09,"50-64 Years",NA,-Inf,NA
"17752","New Mexico",NA,2024-11-16,"50-64 Years",NA,-Inf,NA
"17753","New Mexico",NA,2024-11-23,"50-64 Years",NA,-Inf,NA
"17754","New Mexico",NA,2024-11-30,"50-64 Years",NA,-Inf,NA
"17755","New Mexico",NA,2024-12-07,"50-64 Years",NA,-Inf,NA
"17756","New Mexico",NA,2024-12-14,"50-64 Years",NA,-Inf,NA
"17757","New Mexico",NA,2024-12-21,"50-64 Years",NA,-Inf,NA
"17758","New Mexico",NA,2024-12-28,"50-64 Years",NA,-Inf,NA
"17759","New Mexico",NA,2025-01-04,"50-64 Years",NA,-Inf,NA
"17760","New Mexico",NA,2025-01-11,"50-64 Years",NA,-Inf,NA
"17761","New Mexico",NA,2025-01-18,"50-64 Years",NA,-Inf,NA
"17762","New Mexico",NA,2025-01-25,"50-64 Years",NA,-Inf,NA
"17763","New Mexico",NA,2023-07-01,"65-74 Years",NA,-Inf,NA
"17764","New Mexico",NA,2023-07-08,"65-74 Years",NA,-Inf,NA
"17765","New Mexico",NA,2023-07-15,"65-74 Years",NA,-Inf,NA
"17766","New Mexico",NA,2023-07-22,"65-74 Years",NA,-Inf,NA
"17767","New Mexico",NA,2023-07-29,"65-74 Years",NA,-Inf,NA
"17768","New Mexico",NA,2023-08-05,"65-74 Years",NA,-Inf,NA
"17769","New Mexico",NA,2023-08-12,"65-74 Years",NA,-Inf,NA
"17770","New Mexico",NA,2023-08-19,"65-74 Years",NA,-Inf,NA
"17771","New Mexico",NA,2023-08-26,"65-74 Years",NA,-Inf,NA
"17772","New Mexico",NA,2023-09-02,"65-74 Years",NA,-Inf,NA
"17773","New Mexico",NA,2023-09-09,"65-74 Years",NA,-Inf,NA
"17774","New Mexico",NA,2023-09-16,"65-74 Years",NA,-Inf,NA
"17775","New Mexico",NA,2023-09-23,"65-74 Years",NA,-Inf,NA
"17776","New Mexico",NA,2023-09-30,"65-74 Years",NA,-Inf,NA
"17777","New Mexico",NA,2023-10-07,"65-74 Years",NA,-Inf,NA
"17778","New Mexico",NA,2023-10-14,"65-74 Years",NA,-Inf,NA
"17779","New Mexico",NA,2023-10-21,"65-74 Years",NA,-Inf,NA
"17780","New Mexico",NA,2023-10-28,"65-74 Years",NA,-Inf,NA
"17781","New Mexico",NA,2023-11-04,"65-74 Years",NA,-Inf,NA
"17782","New Mexico",NA,2023-11-11,"65-74 Years",NA,-Inf,NA
"17783","New Mexico",NA,2023-11-18,"65-74 Years",NA,-Inf,NA
"17784","New Mexico",NA,2023-11-25,"65-74 Years",NA,-Inf,NA
"17785","New Mexico",NA,2023-12-02,"65-74 Years",NA,-Inf,NA
"17786","New Mexico",NA,2023-12-09,"65-74 Years",NA,-Inf,NA
"17787","New Mexico",NA,2023-12-16,"65-74 Years",NA,-Inf,NA
"17788","New Mexico",NA,2023-12-23,"65-74 Years",NA,-Inf,NA
"17789","New Mexico",NA,2023-12-30,"65-74 Years",NA,-Inf,NA
"17790","New Mexico",NA,2024-01-06,"65-74 Years",NA,-Inf,NA
"17791","New Mexico",NA,2024-01-13,"65-74 Years",NA,-Inf,NA
"17792","New Mexico",NA,2024-01-20,"65-74 Years",NA,-Inf,NA
"17793","New Mexico",NA,2024-01-27,"65-74 Years",NA,-Inf,NA
"17794","New Mexico",NA,2024-02-03,"65-74 Years",NA,-Inf,NA
"17795","New Mexico",NA,2024-02-10,"65-74 Years",NA,-Inf,NA
"17796","New Mexico",NA,2024-02-17,"65-74 Years",NA,-Inf,NA
"17797","New Mexico",NA,2024-02-24,"65-74 Years",NA,-Inf,NA
"17798","New Mexico",NA,2024-03-02,"65-74 Years",NA,-Inf,NA
"17799","New Mexico",NA,2024-03-09,"65-74 Years",NA,-Inf,NA
"17800","New Mexico",NA,2024-03-16,"65-74 Years",NA,-Inf,NA
"17801","New Mexico",NA,2024-03-23,"65-74 Years",NA,-Inf,NA
"17802","New Mexico",NA,2024-03-30,"65-74 Years",NA,-Inf,NA
"17803","New Mexico",NA,2024-04-06,"65-74 Years",NA,-Inf,NA
"17804","New Mexico",NA,2024-04-13,"65-74 Years",NA,-Inf,NA
"17805","New Mexico",NA,2024-04-20,"65-74 Years",NA,-Inf,NA
"17806","New Mexico",NA,2024-04-27,"65-74 Years",NA,-Inf,NA
"17807","New Mexico",NA,2024-05-04,"65-74 Years",NA,-Inf,NA
"17808","New Mexico",NA,2024-05-11,"65-74 Years",NA,-Inf,NA
"17809","New Mexico",NA,2024-05-18,"65-74 Years",NA,-Inf,NA
"17810","New Mexico",NA,2024-05-25,"65-74 Years",NA,-Inf,NA
"17811","New Mexico",NA,2024-06-01,"65-74 Years",NA,-Inf,NA
"17812","New Mexico",NA,2024-06-08,"65-74 Years",NA,-Inf,NA
"17813","New Mexico",NA,2024-06-15,"65-74 Years",NA,-Inf,NA
"17814","New Mexico",NA,2024-06-22,"65-74 Years",NA,-Inf,NA
"17815","New Mexico",NA,2024-06-29,"65-74 Years",NA,-Inf,NA
"17816","New Mexico",NA,2024-07-06,"65-74 Years",NA,-Inf,NA
"17817","New Mexico",NA,2024-07-13,"65-74 Years",NA,-Inf,NA
"17818","New Mexico",NA,2024-07-20,"65-74 Years",NA,-Inf,NA
"17819","New Mexico",NA,2024-07-27,"65-74 Years",NA,-Inf,NA
"17820","New Mexico",NA,2024-08-03,"65-74 Years",NA,-Inf,NA
"17821","New Mexico",NA,2024-08-10,"65-74 Years",NA,-Inf,NA
"17822","New Mexico",NA,2024-08-17,"65-74 Years",NA,-Inf,NA
"17823","New Mexico",NA,2024-08-24,"65-74 Years",NA,-Inf,NA
"17824","New Mexico",NA,2024-08-31,"65-74 Years",NA,-Inf,NA
"17825","New Mexico",NA,2024-09-07,"65-74 Years",NA,-Inf,NA
"17826","New Mexico",NA,2024-09-14,"65-74 Years",NA,-Inf,NA
"17827","New Mexico",NA,2024-09-21,"65-74 Years",NA,-Inf,NA
"17828","New Mexico",NA,2024-09-28,"65-74 Years",NA,-Inf,NA
"17829","New Mexico",NA,2024-10-05,"65-74 Years",NA,-Inf,NA
"17830","New Mexico",NA,2024-10-12,"65-74 Years",NA,-Inf,NA
"17831","New Mexico",NA,2024-10-19,"65-74 Years",NA,-Inf,NA
"17832","New Mexico",NA,2024-10-26,"65-74 Years",NA,-Inf,NA
"17833","New Mexico",NA,2024-11-02,"65-74 Years",NA,-Inf,NA
"17834","New Mexico",NA,2024-11-09,"65-74 Years",NA,-Inf,NA
"17835","New Mexico",NA,2024-11-16,"65-74 Years",NA,-Inf,NA
"17836","New Mexico",NA,2024-11-23,"65-74 Years",NA,-Inf,NA
"17837","New Mexico",NA,2024-11-30,"65-74 Years",NA,-Inf,NA
"17838","New Mexico",NA,2024-12-07,"65-74 Years",NA,-Inf,NA
"17839","New Mexico",NA,2024-12-14,"65-74 Years",NA,-Inf,NA
"17840","New Mexico",NA,2024-12-21,"65-74 Years",NA,-Inf,NA
"17841","New Mexico",NA,2024-12-28,"65-74 Years",NA,-Inf,NA
"17842","New Mexico",NA,2025-01-04,"65-74 Years",NA,-Inf,NA
"17843","New Mexico",NA,2025-01-11,"65-74 Years",NA,-Inf,NA
"17844","New Mexico",NA,2025-01-18,"65-74 Years",NA,-Inf,NA
"17845","New Mexico",NA,2025-01-25,"65-74 Years",NA,-Inf,NA
"17846","New Mexico",NA,2023-07-01,"75+ Years",NA,-Inf,NA
"17847","New Mexico",NA,2023-07-08,"75+ Years",NA,-Inf,NA
"17848","New Mexico",NA,2023-07-15,"75+ Years",NA,-Inf,NA
"17849","New Mexico",NA,2023-07-22,"75+ Years",NA,-Inf,NA
"17850","New Mexico",NA,2023-07-29,"75+ Years",NA,-Inf,NA
"17851","New Mexico",NA,2023-08-05,"75+ Years",NA,-Inf,NA
"17852","New Mexico",NA,2023-08-12,"75+ Years",NA,-Inf,NA
"17853","New Mexico",NA,2023-08-19,"75+ Years",NA,-Inf,NA
"17854","New Mexico",NA,2023-08-26,"75+ Years",NA,-Inf,NA
"17855","New Mexico",NA,2023-09-02,"75+ Years",NA,-Inf,NA
"17856","New Mexico",NA,2023-09-09,"75+ Years",NA,-Inf,NA
"17857","New Mexico",NA,2023-09-16,"75+ Years",NA,-Inf,NA
"17858","New Mexico",NA,2023-09-23,"75+ Years",NA,-Inf,NA
"17859","New Mexico",NA,2023-09-30,"75+ Years",NA,-Inf,NA
"17860","New Mexico",NA,2023-10-07,"75+ Years",NA,-Inf,NA
"17861","New Mexico",NA,2023-10-14,"75+ Years",NA,-Inf,NA
"17862","New Mexico",NA,2023-10-21,"75+ Years",NA,-Inf,NA
"17863","New Mexico",NA,2023-10-28,"75+ Years",NA,-Inf,NA
"17864","New Mexico",NA,2023-11-04,"75+ Years",NA,-Inf,NA
"17865","New Mexico",NA,2023-11-11,"75+ Years",NA,-Inf,NA
