"","state","date","percent_visits_rsv","rsv_ww","hosp_rate","age","N_epic","search_volume","search_volume_vax","percent_visits_rsv_3m","rsv_ww_3m","hosp_rate_3m","N_epic_3m","google_3m","MMWRyear","MMWRweek","epiyr","epiwk"
"1","Alabama",2023-07-01,0.02,1.259252976,NA,"Total",NA,443.2,0,NA,NA,NA,NA,NA,2023,26,2022,52
"2","Alabama",2023-07-08,0.02,1.240417485,NA,"Total",NA,260.04,0,NA,NA,NA,NA,NA,2023,27,2023,1
"3","Alabama",2023-07-15,0.04,1.234004334,NA,"Total",NA,318.36,0,1.65631469979296,6.36271219872999,NA,NA,7.98053923322454,2023,28,2023,2
"4","Alabama",2023-07-22,0.04,1.389908728,NA,"Total",NA,380.29,0,2.0703933747412,6.58536815907177,NA,NA,7.48909862715352,2023,29,2023,3
"5","Alabama",2023-07-29,0.01,1.44297711,NA,"Total",NA,225.09,0,1.86335403726708,6.9305585325568,NA,NA,7.21607606822517,2023,30,2023,4
"6","Alabama",2023-08-05,0.04,1.504296546,NA,"Total",NA,610.42,148.26,1.86335403726708,7.39117485533274,NA,NA,9.49759162074628,2023,31,2023,5
"7","Alabama",2023-08-12,0.05,1.789849322,NA,"Total",NA,752.15,212.98,2.0703933747412,8.07273043687907,NA,NA,12.4024891533098,2023,32,2023,6
"8","Alabama",2023-08-19,0.06,2.694947604,NA,"Total",NA,921.26,251.97,3.1055900621118,10.2062659942049,NA,NA,17.8408329258175,2023,33,2023,7
"9","Alabama",2023-08-26,0.07,1.881078309,NA,"Total",NA,1038.58,270.93,3.72670807453416,10.8483556381422,NA,NA,21.1855350382857,2023,34,2023,8
"10","Alabama",2023-09-02,0.1,1.387209386,NA,"Total",12,1032.83,352.11,4.76190476190476,10.1621999944011,NA,NA,23.3781522583145,2023,35,2023,9
"11","Alabama",2023-09-09,0.1,2.053030532,NA,"Total",NA,1200.08,325.49,5.59006211180124,9.06828212290972,NA,NA,25.5562395224175,2023,36,2023,10
"12","Alabama",2023-09-16,0.13,1.965663332,NA,"Total",19,1278.98,507.91,6.83229813664596,9.21242701694085,NA,NA,27.4341972668059,2023,37,2023,11
"13","Alabama",2023-09-23,0.2,2.052708253,NA,"Total",18,1706.99,419.67,8.90269151138716,10.346531616777,NA,NA,32.7006032275251,2023,38,2023,12
"14","Alabama",2023-09-30,0.35,4.685482504,NA,"Total",21,1720.06,443.85,14.0786749482402,14.832603702446,NA,9.47712418300654,36.762585207255,2023,39,2023,13
"15","Alabama",2023-10-07,0.45,3.716567018,NA,"Total",39,1564.52,374.75,20.703933747412,17.8163922896664,NA,12.7450980392157,38.9931677959932,2023,40,2023,14
"16","Alabama",2023-10-14,0.65,6.648519707,NA,"Total",56,1811.24,421.99,30.0207039337474,25.6483078171216,NA,18.9542483660131,39.8075483902215,2023,41,2023,15
"17","Alabama",2023-10-21,0.78,6.760876116,NA,"Total",99,1959.28,453.41,38.9233954451346,29.1850733302623,NA,31.6993464052288,41.6762882055817,2023,42,2023,16
"18","Alabama",2023-10-28,0.87,6.945579156,NA,"Total",121,3000.22,550.9,47.6190476190476,34.6877686768986,NA,45.0980392156863,52.8916955833621,2023,43,2023,17
"19","Alabama",2023-11-04,1.1,10.17255915,NA,"Total",123,3035.63,461.29,56.935817805383,40.6932324582674,NA,56.0457516339869,62.4563906027119,2023,44,2023,18
"20","Alabama",2023-11-11,1.42,12.10829233,NA,"Total",151,3791.73,507.89,70.1863354037267,49.8059892581011,NA,64.5424836601307,76.7711313211167,2023,45,2023,19
"21","Alabama",2023-11-18,1.62,12.64753157,NA,"Total",163,4761.48,514.38,85.7142857142857,59.5229261026599,NA,71.4052287581699,90.5297496941679,2023,46,2023,20
"22","Alabama",2023-11-25,1.79,16.31398681,NA,"Total",137,3977.42,420.94,100,69.9887911914536,NA,73.6928104575163,97.8868288293074,2023,47,2023,21
"23","Alabama",2023-12-02,1.4,15.78148189,NA,"Total",137,4062.24,372.86,99.5859213250518,76.2484279581474,NA,71.4052287581699,100,2023,48,2023,22
"24","Alabama",2023-12-09,1.14,15.18043452,NA,"Total",117,3374.97,309.36,89.648033126294,80.5648543699351,NA,63.8888888888889,89.1688552738272,2023,49,2023,23
"25","Alabama",2023-12-16,1.05,14.97095312,NA,"Total",111,3749.67,462.93,74.3271221532091,78.2761341915972,NA,59.640522875817,87.3897168533428,2023,50,2023,24
"26","Alabama",2023-12-23,0.87,20.08665404,NA,"Total",90,4130.71,616.09,63.3540372670807,85.6127590613155,NA,51.9607843137255,87.924591091106,2023,51,2023,25
"27","Alabama",2023-12-30,0.73,15.7770925,NA,"Total",69,3397.01,428.23,54.8654244306418,86.6295490112328,NA,44.1176470588235,88.0967632570224,2023,52,2023,26
"28","Alabama",2024-01-06,0.46,10.888774,NA,"Total",49,2871,378.32,42.6501035196687,79.6729359395727,NA,33.9869281045752,81.2327652068488,2024,1,2023,27
"29","Alabama",2024-01-13,0.32,5.748541028,NA,"Total",42,1802.61,310.24,31.2629399585921,55.2387547167216,NA,26.1437908496732,63.0461037063887,2024,2,2023,28
"30","Alabama",2024-01-20,0.28,7.408211539,NA,"Total",35,1247.07,149.99,21.9461697722567,40.9769928054853,NA,20.5882352941176,46.2511932531009,2024,3,2023,29
"31","Alabama",2024-01-27,0.25,5.503749799,NA,"Total",47,1002.93,202.09,17.5983436853002,31.800146653795,NA,20.2614379084967,31.6581960669128,2024,4,2023,30
"32","Alabama",2024-02-03,0.16,8.387490177,NA,"Total",44,927.75,192.82,14.2857142857143,36.2972908519603,NA,20.5882352941176,24.8239609909742,2024,5,2023,31
"33","Alabama",2024-02-10,0.16,2.925569177,NA,"Total",29,771.49,186.51,11.8012422360248,28.6582315323226,NA,19.6078431372549,21.1088231204408,2024,6,2023,32
"34","Alabama",2024-02-17,0.15,2.681236423,NA,"Total",16,748.94,0,9.73084886128364,23.8482678170565,NA,14.5424836601307,19.124702956143,2024,7,2023,33
"35","Alabama",2024-02-24,0.12,3.204006592,NA,"Total",15,672.53,135.24,8.90269151138716,15.0148755027705,NA,9.80392156862745,17.1309742726039,2024,8,2023,34
"36","Alabama",2024-03-02,0.12,4.575678965,NA,"Total",NA,722.79,149.99,8.07453416149068,17.8268969705779,NA,NA,16.7505394050842,2024,9,2023,35
"37","Alabama",2024-03-09,0.1,3.570093947,NA,"Total",20,581.76,127.03,7.03933747412008,19.3416364488157,NA,NA,15.4445619686997,2024,10,2023,36
"38","Alabama",2024-03-16,0.07,1.894355547,NA,"Total",18,568.89,0,6.00414078674948,17.1098050393795,NA,NA,14.6349465750707,2024,11,2023,37
"39","Alabama",2024-03-23,0.08,3.349563711,NA,"Total",13,509.97,0,5.175983436853,15.0203304836089,NA,8.33333333333333,12.9724383922057,2024,12,2023,38
"40","Alabama",2024-03-30,0.09,1.559666285,NA,"Total",NA,562.19,0,4.96894409937888,11.5942761773255,NA,NA,12.8195613828143,2024,13,2023,39
"41","Alabama",2024-04-06,0.08,1.464319207,NA,"Total",NA,445.93,0,5.175983436853,10.8614331696593,NA,NA,11.8590219308593,2024,14,2023,40
"42","Alabama",2024-04-13,0.05,1.835410766,NA,"Total",NA,298.5,0,4.55486542443064,8.28110147424863,NA,NA,10.2070596837469,2024,15,2023,41
"43","Alabama",2024-04-20,0.06,1.969792043,NA,"Total",NA,357.6,0,3.93374741200828,8.98001402199771,NA,NA,8.60884264995149,2024,16,2023,42
"44","Alabama",2024-04-27,0.04,1.526890667,NA,"Total",NA,304.12,0,3.1055900621118,9.08664467777081,NA,NA,7.50105068767313,2024,17,2023,43
"45","Alabama",2024-05-04,0.06,1.394467589,NA,"Total",NA,296.56,0,3.31262939958592,8.33521487060019,NA,NA,7.48589578740644,2024,18,2023,44
"46","Alabama",2024-05-11,0.04,1.384582438,NA,"Total",NA,276.1,0,2.89855072463768,7.33793457786183,NA,NA,6.84923374012002,2024,19,2023,45
"47","Alabama",2024-05-18,0.02,1.679875092,NA,"Total",NA,355.57,0,2.48447204968944,7.59864176866128,NA,NA,7.25115106935789,2024,20,2023,46
"48","Alabama",2024-05-25,0.03,1.289771338,NA,"Total",NA,301.13,0,1.86335403726708,7.4202244854284,NA,NA,7.28685101483149,2024,21,2023,47
"49","Alabama",2024-06-01,0.01,1.39367705,NA,"Total",NA,361.05,0,1.24223602484472,7.43572299611621,NA,NA,7.95046378681899,2024,22,2023,48
"50","Alabama",2024-06-08,0.03,1.19849732,NA,"Total",NA,334.2,0,1.44927536231884,6.61538689555289,NA,NA,7.78352552975751,2024,23,2023,49
"51","Alabama",2024-06-15,0.04,1.503135696,NA,"Total",NA,182.83,0,1.65631469979296,6.97899006882304,NA,NA,6.85938908565956,2024,24,2023,50
"52","Alabama",2024-06-22,0.03,1.462855297,NA,"Total",NA,259.27,0,2.0703933747412,7.09687962810204,NA,NA,6.06430364795635,2024,25,2023,51
"53","Alabama",2024-06-29,0,1.250864443,NA,"Total",NA,311.3,0,1.44927536231884,7.18612064415697,NA,NA,5.88541333037526,2024,26,2023,52
"54","Alabama",2024-07-06,0.01,1.455823312,NA,"Total",NA,330.42,0,0.82815734989648,7.10549362135603,NA,NA,7.03835752128326,2024,27,2024,1
"55","Alabama",2024-07-13,0.03,1.297863627,NA,"Total",NA,270.68,0,0.82815734989648,6.8243243795132,NA,NA,7.12749020790336,2024,28,2024,2
"56","Alabama",2024-07-20,0.04,1.644162701,NA,"Total",NA,261.14,0,1.65631469979296,7.49456047700809,NA,NA,6.73565010616242,2024,29,2024,3
"57","Alabama",2024-07-27,0.02,1.399830199,NA,"Total",NA,329,128.56,1.86335403726708,7.39914025894114,NA,NA,6.72455734411154,2024,30,2024,4
"58","Alabama",2024-08-03,0.03,1.368115098,NA,"Total",NA,413.75,158.06,1.86335403726708,7.51885874436173,NA,NA,7.84219217975899,2024,31,2024,5
"59","Alabama",2024-08-10,0.02,1.436877805,NA,"Total",NA,379.68,0,1.44927536231884,7.16561583789385,NA,NA,8.76820345687962,2024,32,2024,6
"60","Alabama",2024-08-17,0.04,1.933549344,NA,"Total",NA,642.03,234.11,1.86335403726708,8.07514907285446,NA,NA,11.2135325447577,2024,33,2024,7
"61","Alabama",2024-08-24,0.03,1.727476266,NA,"Total",NA,631.42,0,1.86335403726708,8.68755154841164,NA,NA,12.9139279782894,2024,34,2024,8
"62","Alabama",2024-08-31,0.04,1.548444826,NA,"Total",NA,668.7,158.71,2.27743271221532,8.87767759967976,NA,NA,15.1716956458565,2024,35,2024,9
"63","Alabama",2024-09-07,0.05,1.781001942,NA,"Total",NA,748.26,178.64,2.48447204968944,8.61771515814903,NA,NA,16.001543612522,2024,36,2024,10
"64","Alabama",2024-09-14,0.08,1.542885865,NA,"Total",NA,861.99,269.95,3.51966873706004,8.30314689478983,NA,NA,17.802711321023,2024,37,2024,11
"65","Alabama",2024-09-21,0.09,1.711573726,NA,"Total",NA,903.93,288.35,4.55486542443064,8.58114171195638,NA,NA,19.640282037381,2024,38,2024,12
"66","Alabama",2024-09-28,0.1,1.506819921,NA,"Total",NA,945.2,350.17,5.59006211180124,8.11389660211839,NA,NA,21.1787387685784,2024,39,2024,13
"67","Alabama",2024-10-05,0.11,1.457603242,NA,"Total",NA,1026.42,356.84,6.2111801242236,7.968562898597,NA,NA,22.4632337432447,2024,40,2024,14
"68","Alabama",2024-10-12,0.15,1.432962077,NA,"Total",NA,962.91,306.53,7.45341614906832,7.49376907344262,NA,NA,22.9239739585693,2024,41,2024,15
"69","Alabama",2024-10-19,0.32,3.32951017,NA,"Total",23,1153.33,364.42,12.008281573499,10.599892160903,NA,NA,24.5498447794493,2024,42,2024,16
"70","Alabama",2024-10-26,0.37,2.452116312,NA,"Total",28,1215.55,308,17.3913043478261,12.2946836973163,NA,NA,26.0272913193669,2024,43,2024,17
"71","Alabama",2024-11-02,0.47,3.253555433,NA,"Total",34,1383.91,333.94,24.0165631469979,15.3972333812525,NA,13.8888888888889,29.3160609133249,2024,44,2024,18
"72","Alabama",2024-11-09,0.67,6.623900813,NA,"Total",55,1491.48,153.08,31.2629399585921,21.0113429870673,NA,19.1176470588235,31.9576225242439,2024,45,2024,19
"73","Alabama",2024-11-16,0.86,9.649424642,NA,"Total",89,2168.45,493.35,41.407867494824,33.2765787196057,NA,29.0849673202614,39.4014908047252,2024,46,2024,20
"74","Alabama",2024-11-23,1.01,10.89403671,NA,"Total",130,2580.2,443.91,52.5879917184265,46.2970441041213,NA,44.7712418300654,48.7466741243358,2024,47,2024,21
"75","Alabama",2024-11-30,1.26,14.80333009,NA,"Total",119,2469.97,281.46,64.8033126293996,60.2359534352477,NA,55.2287581699346,56.3904464758607,2024,48,2024,22
"76","Alabama",2024-12-07,1.23,16.05967125,NA,"Total",166,2978.11,271.46,72.463768115942,71.1599241956924,NA,67.8104575163399,62.7153519139702,2024,49,2024,23
"77","Alabama",2024-12-14,1.18,18.11791475,NA,"Total",192,3457.96,317.01,75.9834368530021,83.4704384881525,NA,77.9411764705882,69.5722412222662,2024,50,2024,24
"78","Alabama",2024-12-21,1.28,20.31368528,NA,"Total",216,4552.81,532.93,76.3975155279503,92.8608664476792,NA,93.7908496732026,85.8429796096285,2024,51,2024,25
"79","Alabama",2024-12-28,1.23,16.01884021,NA,"Total",182,3768.63,346.92,76.3975155279503,92.7912845556937,NA,96.4052287581699,92.0183671141789,2024,52,2024,26
"80","Alabama",2025-01-04,1.1,22.34802894,NA,"Total",214,3099.54,397.16,74.7412008281573,100,NA,100,89.2184602308857,2025,1,2024,27
"81","Alabama",2025-01-11,0.75,12.52442081,NA,"Total",138,2077.77,259.79,63.768115942029,86.7259869207749,NA,87.2549019607843,69.8839322122873,2025,2,2024,28
"82","Alabama",2025-01-18,0.39,8.367222318,NA,"Total",113,1908.02,234.19,46.3768115942029,73.6865431624041,NA,75.9803921568627,55.3492110858877,2025,3,2024,29
"83","Alabama",2025-01-25,NA,11.75598418,NA,"Total",27,1559.49,197.6,NA,55.6361943494337,NA,45.4248366013072,43.3186419334528,2025,4,2024,30
"84","Alabama",2025-02-01,NA,NA,NA,NA,NA,1524.43,191.13,NA,NA,NA,NA,38.9960581635698,2025,5,2024,31
"85","Alabama",2025-02-08,NA,NA,NA,NA,NA,1359.82,174.64,NA,NA,NA,NA,34.7136270675893,2025,6,2024,32
"86","Alabama",2025-02-15,NA,NA,NA,NA,NA,977.64,0,NA,NA,NA,NA,30.16832875822,2025,7,2024,33
"87","Alabama",2025-02-22,NA,NA,NA,NA,NA,1213.82,0,NA,NA,NA,NA,27.7419042366539,2025,8,2024,34
"88","Alabama",2025-02-22,NA,NA,NA,NA,NA,1203.16,0,NA,NA,NA,NA,26.518106981097,2025,8,2024,34
"89","Alabama",2025-03-01,NA,NA,NA,NA,NA,1002.23,106.15,NA,NA,NA,NA,26.7101992478795,2025,9,2024,35
"90","Alabama",2025-03-01,NA,NA,NA,NA,NA,987.95,106.15,NA,NA,NA,NA,24.9457470194061,2025,9,2024,35
"91","Alabama",2025-03-01,NA,NA,NA,NA,NA,979.85,106.15,NA,NA,NA,NA,23.2012930098413,2025,9,2024,35
"92","Alabama",2025-03-08,NA,NA,NA,NA,NA,964.06,111.26,NA,NA,NA,NA,22.903116441192,2025,10,2024,36
"93","Alabama",2025-03-08,NA,NA,NA,NA,NA,945.74,111.26,NA,NA,NA,NA,22.5733801833274,2025,10,2024,36
"94","Alabama",2025-03-08,NA,NA,NA,NA,NA,946.39,111.26,NA,NA,NA,NA,22.3119972127482,2025,10,2024,36
"95","Alabama",2025-03-15,NA,NA,NA,NA,NA,NA,57.17,NA,NA,NA,NA,NA,2025,11,2024,37
"96","Alaska",2023-07-01,0.03,1.088417724,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2023,26,2022,52
"97","Alaska",2023-07-08,0,2.153901309,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2023,27,2023,1
"98","Alaska",2023-07-15,0.01,1.767962627,NA,NA,NA,0,0,0.679117147707979,8.39906094758567,NA,NA,0,2023,28,2023,2
"99","Alaska",2023-07-22,0,3.23255802,NA,NA,NA,0,0,0.169779286926995,11.9934227516441,NA,NA,0,2023,29,2023,3
"100","Alaska",2023-07-29,0,0.861305509,NA,NA,NA,0,0,0.169779286926995,9.82656035916268,NA,NA,0,2023,30,2023,4
"101","Alaska",2023-08-05,0,1.832561067,NA,NA,NA,0,0,0,9.93485092474317,NA,NA,0,2023,31,2023,5
"102","Alaska",2023-08-12,0.07,1.813388176,NA,NA,NA,0,0,1.18845500848896,7.55580423164136,NA,NA,0,2023,32,2023,6
"103","Alaska",2023-08-19,0.01,2.344467341,NA,NA,NA,1327.44,0,1.35823429541596,10.0421248554006,NA,NA,11.8636251514859,2023,33,2023,7
"104","Alaska",2023-08-26,0.07,1.51707324,NA,NA,NA,924.68,0,2.54668930390492,9.51325209594096,NA,NA,20.1276950191078,2023,34,2023,8
"105","Alaska",2023-09-02,0.03,2.044588792,NA,NA,NA,0,0,1.86757215619694,9.90082872270157,NA,NA,20.1276950191078,2023,35,2023,9
"106","Alaska",2023-09-09,0.06,2.059223851,NA,NA,NA,856.89,0,2.71646859083192,9.42265651203746,NA,NA,15.9222854977496,2023,36,2023,10
"107","Alaska",2023-09-16,0.05,1.589932915,NA,NA,NA,1766.94,806.28,2.37691001697793,9.5447959230474,NA,NA,23.4497495790569,2023,37,2023,11
"108","Alaska",2023-09-23,0.07,1.407730754,NA,NA,NA,2482.79,998.64,3.05602716468591,8.4771893813182,NA,NA,45.6389934543791,2023,38,2023,12
"109","Alaska",2023-09-30,0.05,2.690708011,NA,NA,NA,2000.7,1155.22,2.88624787775891,9.53578734191169,NA,NA,55.8614766434656,2023,39,2023,13
"110","Alaska",2023-10-07,0.09,1.964430743,NA,NA,NA,1286.04,0,3.56536502546689,10.1635824032597,NA,NA,51.5635668808025,2023,40,2023,14
"111","Alaska",2023-10-14,0.15,2.218095374,NA,NA,NA,1883.55,0,4.92359932088285,11.5220493109159,NA,NA,46.2080263397789,2023,41,2023,15
"112","Alaska",2023-10-21,0.18,6.514327248,NA,NA,NA,2158.44,1095.68,7.13073005093378,17.9318308743588,NA,NA,47.617783640595,2023,42,2023,16
"113","Alaska",2023-10-28,0.39,2.520407907,NA,NA,NA,2083.12,0,12.2241086587436,18.8638515476041,NA,NA,54.7414640598579,2023,43,2023,17
"114","Alaska",2023-11-04,0.6,6.843540014,NA,NA,NA,1960.31,859.46,19.8641765704584,26.6177851739711,NA,NA,55.4274851731497,2023,44,2023,18
"115","Alaska",2023-11-11,0.84,7.705788057,NA,NA,NA,2015.29,0,31.0696095076401,28.6151084045877,NA,NA,54.1481219322988,2023,45,2023,19
"116","Alaska",2023-11-18,1.09,10.64312616,NA,NA,NA,2574.97,0,42.9541595925297,42.2317492037826,NA,NA,58.5438942690961,2023,46,2023,20
"117","Alaska",2023-11-25,1.04,10.47772004,NA,NA,NA,2372.21,0,50.4244482173175,48.3239614992631,NA,NA,62.2251357563928,2023,47,2023,21
"118","Alaska",2023-12-02,1.32,13.687191,NA,NA,NA,2871.12,838.8,58.5738539898133,58.3509762021301,NA,NA,69.8738779318555,2023,48,2023,22
"119","Alaska",2023-12-09,1.38,23.05455222,NA,NA,NA,2610.22,0,63.4974533106961,79.1570567777266,NA,NA,70.1889149855753,2023,49,2023,23
"120","Alaska",2023-12-16,1.8,13.04275043,NA,NA,NA,2861.73,0,76.4006791171477,83.4569840153541,NA,NA,74.5638635965524,2023,50,2023,24
"121","Alaska",2023-12-23,1.91,13.20969604,NA,NA,NA,3774.52,0,86.4176570458404,82.6565281640946,NA,NA,82.6377493931627,2023,51,2023,25
"122","Alaska",2023-12-30,2.18,17.67768078,NA,NA,NA,3183.59,0,100,73.6429289302558,NA,NA,87.7620840170308,2023,52,2023,26
"123","Alaska",2024-01-06,1.72,20.6793463,NA,NA,NA,4231.05,0,98.641765704584,86.4446511680054,NA,NA,100,2024,1,2023,27
"124","Alaska",2024-01-13,1.09,20.9790946,NA,NA,NA,3382.32,0,84.7198641765705,99.468999190692,NA,NA,96.4948217739312,2024,2,2023,28
"125","Alaska",2024-01-20,1.03,17.99443805,NA,NA,NA,1869.23,0,65.195246179966,100,NA,NA,84.7480954781235,2024,3,2023,29
"126","Alaska",2024-01-27,0.7,7.408337634,NA,NA,NA,1835.84,0,47.8777589134126,77.7529452063437,NA,NA,63.3415734514476,2024,4,2023,30
"127","Alaska",2024-02-03,1.01,3.1412469,NA,NA,NA,1943.86,0,46.5195246179966,47.8502011745738,NA,NA,50.4857379821184,2024,5,2023,31
"128","Alaska",2024-02-10,0.55,4.394543956,NA,NA,NA,1125.53,0,38.3701188455008,25.0518143517028,NA,NA,43.8391264402332,2024,6,2023,32
"129","Alaska",2024-02-17,0.46,4.020764569,NA,NA,NA,1671.61,0,34.295415959253,19.3730053409266,NA,NA,42.3713665726471,2024,7,2023,33
"130","Alaska",2024-02-24,0.53,4.73076849,NA,NA,NA,1191.51,0,26.1460101867572,22.0376237432209,NA,NA,35.6474480658066,2024,8,2023,34
"131","Alaska",2024-03-02,0.45,3.869743686,NA,NA,NA,0,0,24.4482173174873,21.1578669247111,NA,NA,25.5883372835852,2024,9,2023,35
"132","Alaska",2024-03-09,0.21,3.50988355,NA,NA,NA,1034.65,0,20.2037351443124,20.3014438517724,NA,NA,19.8956847520279,2024,10,2023,36
"133","Alaska",2024-03-16,0.12,1.35613705,NA,NA,NA,0,0,13.2427843803056,14.6443297285319,NA,NA,9.24689610301399,2024,11,2023,37
"134","Alaska",2024-03-23,0.18,2.876428909,NA,NA,NA,860.89,0,8.65874363327674,12.9791715760937,NA,NA,16.9408606186702,2024,12,2023,38
"135","Alaska",2024-03-30,0.4,1.54996174,NA,NA,NA,0,0,11.8845500848896,9.69362719919489,NA,NA,7.69396451565622,2024,13,2023,39
"136","Alaska",2024-04-06,0.13,1.687367188,NA,NA,NA,1112.69,0,12.0543293718166,10.2488898182508,NA,NA,17.6383213753311,2024,14,2023,40
"137","Alaska",2024-04-13,0.12,1.463953517,NA,NA,NA,0,0,11.0356536502547,7.88106547035313,NA,NA,9.9443568596749,2024,15,2023,41
"138","Alaska",2024-04-20,0.12,1.35102224,NA,NA,NA,0,0,6.28183361629881,7.5475702501698,NA,NA,9.9443568596749,2024,16,2023,42
"139","Alaska",2024-04-27,0.15,1.184049447,NA,NA,NA,0,0,6.6213921901528,6.70382599195575,NA,NA,0,2024,17,2023,43
"140","Alaska",2024-05-04,0.15,2.066075946,NA,NA,NA,0,0,7.13073005093378,7.71320297358423,NA,NA,0,2024,18,2023,44
"141","Alaska",2024-05-11,0.12,1,NA,NA,NA,0,0,7.13073005093378,7.12476156693524,NA,NA,0,2024,19,2023,45
"142","Alaska",2024-05-18,0.03,1,NA,NA,NA,0,0,5.09337860780985,6.81622751084338,NA,NA,0,2024,20,2023,46
"143","Alaska",2024-05-25,0.01,1,NA,NA,NA,0,0,2.71646859083192,5.02909507940857,NA,NA,0,2024,21,2023,47
"144","Alaska",2024-06-01,0.01,1,NA,NA,NA,0,0,0.848896434634975,5.02909507940857,NA,NA,0,2024,22,2023,48
"145","Alaska",2024-06-08,0.01,1,NA,NA,NA,0,0,0.509337860780985,5.02909507940857,NA,NA,0,2024,23,2023,49
"146","Alaska",2024-06-15,0.03,1,NA,NA,NA,0,0,0.848896434634975,5.02909507940857,NA,NA,0,2024,24,2023,50
"147","Alaska",2024-06-22,0.03,1,NA,NA,NA,0,0,1.18845500848896,5.02909507940857,NA,NA,0,2024,25,2023,51
"148","Alaska",2024-06-29,0,1,NA,NA,NA,0,0,1.01867572156197,5.02909507940857,NA,NA,0,2024,26,2023,52
"149","Alaska",2024-07-06,0,1,NA,NA,NA,0,0,0.509337860780985,5.02909507940857,NA,NA,0,2024,27,2024,1
"150","Alaska",2024-07-13,0.01,1,NA,NA,NA,0,0,0.169779286926995,5.02909507940857,NA,NA,0,2024,28,2024,2
"151","Alaska",2024-07-20,0.01,1,NA,NA,NA,0,0,0.33955857385399,5.02909507940857,NA,NA,0,2024,29,2024,3
"152","Alaska",2024-07-27,0.01,1,NA,NA,NA,0,0,0.509337860780985,5.02909507940857,NA,NA,0,2024,30,2024,4
"153","Alaska",2024-08-03,0.07,1,NA,NA,NA,0,0,1.52801358234295,5.02909507940857,NA,NA,0,2024,31,2024,5
"154","Alaska",2024-08-10,0.03,1,NA,NA,NA,0,0,1.86757215619694,5.02909507940857,NA,NA,0,2024,32,2024,6
"155","Alaska",2024-08-17,0,1,NA,NA,NA,0,0,1.69779286926995,5.02909507940857,NA,NA,0,2024,33,2024,7
"156","Alaska",2024-08-24,0.01,1,NA,NA,NA,0,0,0.679117147707979,5.02909507940857,NA,NA,0,2024,34,2024,8
"157","Alaska",2024-08-31,0.03,1,NA,NA,NA,0,860.32,0.679117147707979,5.02909507940857,NA,NA,0,2024,35,2024,9
"158","Alaska",2024-09-07,0.07,1,NA,NA,NA,0,0,1.86757215619694,5.02909507940857,NA,NA,0,2024,36,2024,10
"159","Alaska",2024-09-14,0.08,1,NA,NA,NA,1353.75,0,3.05602716468591,5.02909507940857,NA,NA,12.0987634460496,2024,37,2024,11
"160","Alaska",2024-09-21,0.13,1,NA,NA,NA,1186.73,0,4.75382003395586,5.02909507940857,NA,NA,22.7048321768569,2024,38,2024,12
"161","Alaska",2024-09-28,0.12,1,NA,NA,NA,1315.22,0,5.60271646859083,5.02909507940857,NA,NA,34.4592444830532,2024,39,2024,13
"162","Alaska",2024-10-05,0.05,1,NA,NA,NA,859.9,0,5.09337860780985,5.02909507940857,NA,NA,30.0455977034916,2024,40,2024,14
"163","Alaska",2024-10-12,0.04,1,NA,NA,NA,1278.19,0,3.56536502546689,5.02909507940857,NA,NA,30.8629959711006,2024,41,2024,15
"164","Alaska",2024-10-19,0.09,1,NA,NA,NA,891.81,0,3.05602716468591,5.02909507940857,NA,NA,27.0788870656957,2024,42,2024,16
"165","Alaska",2024-10-26,0.06,1,NA,NA,NA,0,0,3.2258064516129,5.02909507940857,NA,NA,19.3937703992078,2024,43,2024,17
"166","Alaska",2024-11-02,0.11,1,NA,NA,NA,0,0,4.41426146010187,5.02909507940857,NA,NA,7.97030340079148,2024,44,2024,18
"167","Alaska",2024-11-09,0.3,2.403535807,NA,NA,NA,0,0,7.97962648556876,7.38193341966105,NA,NA,0,2024,45,2024,19
"168","Alaska",2024-11-16,0.35,1,NA,NA,NA,1228.67,0,12.9032258064516,7.38193341966105,NA,NA,10.9808957955736,2024,46,2024,20
"169","Alaska",2024-11-23,0.58,1,NA,NA,NA,1391.51,0,20.8828522920204,7.38193341966105,NA,NA,23.4171287210121,2024,47,2024,21
"170","Alaska",2024-11-30,0.68,3.051392378,NA,NA,NA,1664.9,0,27.3344651952462,8.46797751745392,NA,NA,38.2967086001094,2024,48,2024,22
"171","Alaska",2024-12-07,0.84,7.268599647,NA,NA,NA,1345.67,0,35.6536502546689,18.9764387306239,NA,NA,39.3423635018178,2024,49,2024,23
"172","Alaska",2024-12-14,1.2,12.66674829,NA,NA,NA,2855.4,0,46.1799660441426,38.534167536603,NA,NA,52.4254725108945,2024,50,2024,24
"173","Alaska",2024-12-21,1.47,21.63356907,NA,NA,NA,2096.82,0,59.5925297113752,69.684678658749,NA,NA,56.2856371702612,2024,51,2024,25
"174","Alaska",2024-12-28,2.1,15.36677303,NA,NA,NA,2661.2,0,80.9847198641766,83.2601732962965,NA,NA,68.042820015086,2024,52,2024,26
"175","Alaska",2025-01-04,1.58,18.86174329,NA,NA,NA,3930.57,0,87.4363327674024,93.6452462534501,NA,NA,77.6518523285037,2025,1,2024,27
"176","Alaska",2025-01-11,1.12,11.37265183,NA,NA,NA,2342.01,0,81.4940577249576,76.4442034528159,NA,NA,79.8431696391865,2025,2,2024,28
