"","state","date","percent_visits_rsv","rsv_ww","hosp_rate","age","N_epic","search_volume","search_volume_vax","percent_visits_rsv_3m","rsv_ww_3m","hosp_rate_3m","N_epic_3m","google_3m","MMWRyear","MMWRweek","epiyr","epiwk"
"738","Delaware",2024-02-24,0.13,1.468503776,NA,"Total",26,1112.57,0,7.95610425240055,7.80135108739161,NA,7.97598627787307,30.9973512369632,2024,8,2023,34
"739","Delaware",2024-03-02,0.12,1.268124507,NA,"Total",25,1546.13,0,5.6241426611797,7.18235490667081,NA,6.00343053173242,35.8652334664511,2024,9,2023,35
"740","Delaware",2024-03-09,0.21,2.294354915,NA,"Total",25,631.76,607.23,6.31001371742112,7.70068574022759,NA,6.5180102915952,27.381868746843,2024,10,2023,36
"741","Delaware",2024-03-16,0.07,2.139485074,NA,"Total",22,663,0,5.48696844993141,8.72772477218502,NA,6.17495711835334,23.6407302031384,2024,11,2023,37
"742","Delaware",2024-03-23,0.1,1.622647499,NA,"Total",12,671.48,0,5.21262002743484,9.27037618675594,NA,5.06003430531732,16.3622489271386,2024,12,2023,38
"743","Delaware",2024-03-30,0.08,1.62813216,NA,"Total",NA,620.58,0,3.42935528120713,8.2506208293373,NA,NA,16.2692135179285,2024,13,2023,39
"744","Delaware",2024-04-06,0.11,2.079525481,NA,"Total",18,0,0,3.97805212620027,8.15884354353987,NA,NA,10.7519973903484,2024,14,2023,40
"745","Delaware",2024-04-13,0.1,1.674849228,NA,"Total",11,501.13,0,3.97805212620027,8.23874623736825,NA,NA,9.33441403087145,2024,15,2023,41
"746","Delaware",2024-04-20,0.04,1.742621894,NA,"Total",NA,0,0,3.42935528120713,8.41399020605547,NA,NA,4.17019987634113,2024,16,2023,42
"747","Delaware",2024-04-27,0.03,1.399581705,NA,"Total",NA,0,0,2.33196159122085,7.37323273700226,NA,NA,4.17019987634113,2024,17,2023,43
"748","Delaware",2024-05-04,0.04,1.514306923,NA,"Total",NA,0,0,1.50891632373114,7.1274982970009,NA,NA,0,2024,18,2023,44
"749","Delaware",2024-05-11,0.01,1.52731786,NA,"Total",NA,0,0,1.09739368998628,6.79794269341702,NA,NA,0,2024,19,2023,45
"750","Delaware",2024-05-18,0.05,1.516405891,NA,"Total",NA,0,0,1.37174211248285,6.97675989630522,NA,NA,0,2024,20,2023,46
"751","Delaware",2024-05-25,0.02,1.414728099,NA,"Total",NA,521.49,664.97,1.09739368998628,6.82433934552495,NA,NA,4.33962750885626,2024,21,2023,47
"752","Delaware",2024-06-01,0.02,1.500838577,NA,"Total",NA,0,0,1.23456790123457,6.78380877148316,NA,NA,4.33962750885626,2024,22,2023,48
"753","Delaware",2024-06-08,0.02,1.265821354,NA,"Total",NA,0,0,0.823045267489712,6.40025098668186,NA,NA,4.33962750885626,2024,23,2023,49
"754","Delaware",2024-06-15,0,1.327816899,NA,"Total",NA,0,0,0.548696844993141,6.26722016305038,NA,NA,0,2024,24,2023,50
"755","Delaware",2024-06-22,0.02,1.317861047,NA,"Total",NA,0,0,0.548696844993141,5.98714519547481,NA,NA,0,2024,25,2023,51
"756","Delaware",2024-06-29,0.02,1.313772122,NA,"Total",NA,0,0,0.548696844993141,6.0605411462936,NA,NA,0,2024,26,2023,52
"757","Delaware",2024-07-06,0.01,1.683685703,NA,"Total",NA,0,0,0.685871056241427,6.60525253102732,NA,NA,0,2024,27,2024,1
"758","Delaware",2024-07-13,0.01,1.264969489,NA,"Total",NA,0,0,0.548696844993141,6.52429394888955,NA,NA,0,2024,28,2024,2
"759","Delaware",2024-07-20,0.03,1.381635771,NA,"Total",NA,565.38,0,0.685871056241427,6.62816959576944,NA,NA,4.70486222354628,2024,29,2024,3
"760","Delaware",2024-07-27,0,1.626148362,NA,"Total",NA,0,0,0.548696844993141,6.54009993544033,NA,NA,4.70486222354628,2024,30,2024,4
"761","Delaware",2024-08-03,0.01,1.320716353,NA,"Total",NA,0,0,0.548696844993141,6.62542899812491,NA,NA,4.70486222354628,2024,31,2024,5
"762","Delaware",2024-08-10,0.01,1.380435155,NA,"Total",NA,0,0,0.274348422496571,6.62359127254587,NA,NA,0,2024,32,2024,6
"763","Delaware",2024-08-17,0.01,1.142782216,NA,"Total",NA,569.91,0,0.411522633744856,5.88372579470236,NA,NA,4.7425590396216,2024,33,2024,7
"764","Delaware",2024-08-24,0.03,1.16176581,NA,"Total",NA,0,0,0.685871056241427,5.64042778878412,NA,NA,4.7425590396216,2024,34,2024,8
"765","Delaware",2024-08-31,0.03,1.104657032,NA,"Total",NA,494.75,490.78,0.960219478737997,5.21830738494396,NA,NA,8.85966715292508,2024,35,2024,9
"766","Delaware",2024-09-07,0.05,1.193984008,NA,"Total",NA,953.14,478.14,1.50891632373114,5.29667952295572,NA,NA,12.0487512201536,2024,36,2024,10
"767","Delaware",2024-09-14,0.05,1.179788507,NA,"Total",20,853.64,0,1.78326474622771,5.32426600462863,NA,NA,19.152395828219,2024,37,2024,11
"768","Delaware",2024-09-21,0.1,1.254343866,NA,"Total",NA,759.58,0,2.74348422496571,5.55338449354385,NA,NA,21.3562032898586,2024,38,2024,12
"769","Delaware",2024-09-28,0.07,1.275775033,NA,"Total",16,1313.27,963.77,3.01783264746228,5.67857810980289,NA,NA,24.3530585598818,2024,39,2024,13
"770","Delaware",2024-10-05,0.05,1.289135798,NA,"Total",14,1138.78,593.6,3.01783264746228,5.84595078655342,NA,NA,26.7258775743888,2024,40,2024,14
"771","Delaware",2024-10-12,0.1,1.090312756,NA,"Total",19,933.8,670.09,3.01783264746228,5.59487619933698,NA,4.20240137221269,28.1756654985924,2024,41,2024,15
"772","Delaware",2024-10-19,0.14,1.151704695,NA,"Total",24,611.9,0,3.97805212620027,5.40496765760271,NA,4.8885077186964,22.3391498494208,2024,42,2024,16
"773","Delaware",2024-10-26,0.17,1.122872464,NA,"Total",21,1011.5,0,5.6241426611797,5.15047631170327,NA,5.48885077186964,21.2799774984127,2024,43,2024,17
"774","Delaware",2024-11-02,0.27,1.196758796,NA,"Total",48,925.99,0,7.95610425240055,5.31340818208947,NA,7.97598627787307,21.2149858574528,2024,44,2024,18
"775","Delaware",2024-11-09,0.42,0.948890906,NA,"Total",66,854.27,0,11.7969821673525,5.00297080008932,NA,11.5780445969125,23.2318903413767,2024,45,2024,19
"776","Delaware",2024-11-16,0.49,1.220888885,NA,"Total",110,1193.81,606.22,16.1865569272977,5.15299985520581,NA,19.2109777015437,24.7489999525669,2024,46,2024,20
"777","Delaware",2024-11-23,0.88,1.029032999,NA,"Total",177,1759.73,0,24.5541838134431,4.89626998702822,NA,30.2744425385935,31.6870448608754,2024,47,2024,21
"778","Delaware",2024-11-30,1.27,0.909954221,NA,"Total",204,1673.88,0,36.2139917695473,4.83667146261446,NA,42.1097770154374,38.5075056607636,2024,48,2024,22
"779","Delaware",2024-12-07,1.34,0.95994363,NA,"Total",210,2190.07,528.31,47.8737997256516,4.43725502151853,NA,50.6861063464837,46.7979758557302,2024,49,2024,23
"780","Delaware",2024-12-14,1.76,1.066701823,NA,"Total",307,1974.36,0,59.9451303155007,4.49491289164285,NA,61.8353344768439,48.5840393511488,2024,50,2024,24
"781","Delaware",2024-12-21,2.52,2.261774342,NA,"Total",438,3298.71,584.7,77.0919067215363,6.56407939835585,NA,81.9039451114923,62.105213228337,2024,51,2024,25
"782","Delaware",2024-12-28,2.56,2.981742782,NA,"Total",374,3587.12,0,93.8271604938272,9.65875081478992,NA,95.9691252144082,73.7308946627799,2024,52,2024,26
"783","Delaware",2025-01-04,2.21,1.47371629,NA,"Total",354,4382.13,635.73,100,10.2817484235554,NA,100,93.7673765262842,2025,1,2024,27
"784","Delaware",2025-01-11,1.59,1.09447177,NA,"Total",202,2496.27,0,87.2427983539095,8.49501411796182,NA,79.7598627787307,87.0897974773923,2025,2,2024,28
"785","Delaware",2025-01-18,0.98,1.065192179,NA,"Total",131,2061.18,506.21,65.5692729766804,5.56144162962319,NA,58.9193825042882,74.3915459272876,2025,3,2024,29
"786","Delaware",2025-01-25,NA,1.07417935,NA,"Total",50,1688.5,0,NA,4.94988951436762,NA,32.8473413379074,51.9762535023504,2025,4,2024,30
"787","Delaware",2025-02-01,NA,NA,NA,NA,NA,1473.1,0,NA,NA,NA,NA,43.4618492410291,2025,5,2024,31
"788","Delaware",2025-02-08,NA,NA,NA,NA,NA,2025.46,0,NA,NA,NA,NA,43.1646019407619,2025,6,2024,32
"789","Delaware",2025-02-15,NA,NA,NA,NA,NA,1216.35,0,NA,NA,NA,NA,39.2355618281874,2025,7,2024,33
"790","Delaware",2025-02-22,NA,NA,NA,NA,NA,1046.01,0,NA,NA,NA,NA,35.6814926940575,2025,8,2024,34
"791","Delaware",2025-02-22,NA,NA,NA,NA,NA,1054.85,0,NA,NA,NA,NA,27.6044713583253,2025,8,2024,34
"792","Delaware",2025-03-01,NA,NA,NA,NA,NA,933.7,126.96,NA,NA,NA,NA,25.2523731102703,2025,9,2024,35
"793","Delaware",2025-03-01,NA,NA,NA,NA,NA,914.01,126.96,NA,NA,NA,NA,24.1539228405258,2025,9,2024,35
"794","Delaware",2025-03-08,NA,NA,NA,NA,NA,741.51,146.72,NA,NA,NA,NA,21.5464349047552,2025,10,2024,36
"795","Delaware",2025-03-08,NA,NA,NA,NA,NA,820.26,146.72,NA,NA,NA,NA,20.6024334002112,2025,10,2024,36
"796","Delaware",2025-03-15,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2025,11,2024,37
"797","District of Columbia",2023-07-01,0.03,NA,NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,2023,26,2022,52
"798","District of Columbia",2023-07-08,0.04,NA,NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,2023,27,2023,1
"799","District of Columbia",2023-07-15,0.03,NA,NA,"Total",NA,NA,NA,2.11864406779661,NA,NA,NA,NA,2023,28,2023,2
"800","District of Columbia",2023-07-22,0.04,NA,NA,"Total",NA,NA,NA,2.33050847457627,NA,NA,NA,NA,2023,29,2023,3
"801","District of Columbia",2023-07-29,0.01,NA,NA,"Total",NA,NA,NA,1.69491525423729,NA,NA,NA,NA,2023,30,2023,4
"802","District of Columbia",2023-08-05,0.03,NA,NA,"Total",NA,NA,NA,1.69491525423729,NA,NA,NA,NA,2023,31,2023,5
"803","District of Columbia",2023-08-12,0.08,NA,NA,"Total",NA,NA,NA,2.54237288135593,NA,NA,NA,NA,2023,32,2023,6
"804","District of Columbia",2023-08-19,0.07,NA,NA,"Total",NA,NA,NA,3.8135593220339,NA,NA,NA,NA,2023,33,2023,7
"805","District of Columbia",2023-08-26,0.17,NA,NA,"Total",NA,NA,NA,6.77966101694915,NA,NA,NA,NA,2023,34,2023,8
"806","District of Columbia",2023-09-02,0.2,NA,NA,"Total",NA,NA,NA,9.32203389830508,NA,NA,NA,NA,2023,35,2023,9
"807","District of Columbia",2023-09-09,0.19,NA,NA,"Total",NA,NA,NA,11.864406779661,NA,NA,NA,NA,2023,36,2023,10
"808","District of Columbia",2023-09-16,0.22,NA,NA,"Total",NA,NA,NA,12.9237288135593,NA,NA,NA,NA,2023,37,2023,11
"809","District of Columbia",2023-09-23,0.27,NA,NA,"Total",NA,NA,NA,14.4067796610169,NA,NA,NA,NA,2023,38,2023,12
"810","District of Columbia",2023-09-30,0.32,NA,NA,"Total",NA,NA,NA,17.1610169491525,NA,NA,NA,NA,2023,39,2023,13
"811","District of Columbia",2023-10-07,0.72,NA,NA,"Total",NA,NA,NA,27.7542372881356,NA,NA,NA,NA,2023,40,2023,14
"812","District of Columbia",2023-10-14,1.02,NA,NA,"Total",NA,NA,NA,43.6440677966102,NA,NA,NA,NA,2023,41,2023,15
"813","District of Columbia",2023-10-21,1.38,NA,NA,"Total",NA,NA,NA,66.1016949152542,NA,NA,NA,NA,2023,42,2023,16
"814","District of Columbia",2023-10-28,1.52,NA,NA,"Total",NA,NA,NA,83.0508474576271,NA,NA,NA,NA,2023,43,2023,17
"815","District of Columbia",2023-11-04,1.44,NA,NA,"Total",11,NA,NA,91.9491525423729,NA,NA,NA,NA,2023,44,2023,18
"816","District of Columbia",2023-11-11,1.64,NA,NA,"Total",NA,NA,NA,97.4576271186441,NA,NA,NA,NA,2023,45,2023,19
"817","District of Columbia",2023-11-18,1.46,9.751334578,NA,"Total",16,NA,NA,96.1864406779661,NA,NA,NA,NA,2023,46,2023,20
"818","District of Columbia",2023-11-25,1.62,10.03007251,NA,"Total",13,NA,NA,100,NA,NA,NA,NA,2023,47,2023,21
"819","District of Columbia",2023-12-02,1.26,14.28580939,NA,"Total",NA,NA,NA,91.9491525423729,89.2094249174495,NA,NA,NA,2023,48,2023,22
"820","District of Columbia",2023-12-09,0.89,10.79646028,NA,"Total",NA,NA,NA,79.8728813559322,91.9462221225301,NA,NA,NA,2023,49,2023,23
"821","District of Columbia",2023-12-16,0.95,13.04280327,NA,"Total",NA,NA,NA,65.6779661016949,99.8354483733531,NA,NA,NA,2023,50,2023,24
"822","District of Columbia",2023-12-23,0.72,11.63531773,NA,"Total",NA,NA,NA,54.2372881355932,92.8947921888424,NA,NA,NA,2023,51,2023,25
"823","District of Columbia",2023-12-30,0.7,12.3423016,NA,"Total",NA,NA,NA,50.2118644067797,96.9427781832335,NA,NA,NA,2023,52,2023,26
"824","District of Columbia",2024-01-06,0.55,10.08363492,NA,"Total",NA,NA,NA,41.7372881355932,89.1938120501214,NA,NA,NA,2024,1,2023,27
"825","District of Columbia",2024-01-13,0.51,9.466606996,NA,"Total",NA,NA,NA,37.2881355932203,83.5147617080608,NA,NA,NA,2024,2,2023,28
"826","District of Columbia",2024-01-20,0.22,5.599960206,NA,"Total",NA,NA,NA,27.1186440677966,65.8590662759353,NA,NA,NA,2024,3,2023,29
"827","District of Columbia",2024-01-27,0.17,7.375282246,NA,"Total",NA,NA,NA,19.0677966101695,58.766893521604,NA,NA,NA,2024,4,2023,30
"828","District of Columbia",2024-02-03,0.21,6.057626047,NA,"Total",NA,NA,NA,12.7118644067797,49.8400347566321,NA,NA,NA,2024,5,2023,31
"829","District of Columbia",2024-02-10,0.1,6.246569086,NA,"Total",NA,NA,NA,10.1694915254237,51.5332639750676,NA,NA,NA,2024,6,2023,32
"830","District of Columbia",2024-02-17,0.14,5.687040407,NA,"Total",NA,NA,NA,9.53389830508475,47.1123837521111,NA,NA,NA,2024,7,2023,33
"831","District of Columbia",2024-02-24,0.12,5.030401299,NA,"Total",NA,NA,NA,7.6271186440678,44.4224625168605,NA,NA,NA,2024,8,2023,34
"832","District of Columbia",2024-03-02,0.16,2.876691193,NA,"Total",NA,NA,NA,8.89830508474576,35.5980001757504,NA,NA,NA,2024,9,2023,35
"833","District of Columbia",2024-03-09,0.11,6.922423442,NA,"Total",NA,NA,NA,8.26271186440678,38.833010883957,NA,NA,NA,2024,10,2023,36
"834","District of Columbia",2024-03-16,0.17,4.54751524,NA,"Total",NA,NA,NA,9.32203389830508,37.568511107409,NA,NA,NA,2024,11,2023,37
"835","District of Columbia",2024-03-23,0.04,0.920375093,NA,"Total",NA,NA,NA,6.77966101694915,32.4456436623845,NA,NA,NA,2024,12,2023,38
"836","District of Columbia",2024-03-30,0.05,2.607316452,NA,"Total",NA,NA,NA,5.50847457627119,21.145976333128,NA,NA,NA,2024,13,2023,39
"837","District of Columbia",2024-04-06,0.05,2.563672222,NA,"Total",NA,NA,NA,2.96610169491525,15.9510260830374,NA,NA,NA,2024,14,2023,40
"838","District of Columbia",2024-04-13,0.08,3.208591519,NA,"Total",NA,NA,NA,3.8135593220339,21.9430175796701,NA,NA,NA,2024,15,2023,41
"839","District of Columbia",2024-04-20,0.03,1.514062583,NA,"Total",NA,NA,NA,3.38983050847458,19.0801905270035,NA,NA,NA,2024,16,2023,42
"840","District of Columbia",2024-04-27,0.01,0.826381171,NA,"Total",NA,NA,NA,2.54237288135593,14.5308685806676,NA,NA,NA,2024,17,2023,43
"841","District of Columbia",2024-05-04,0,1.202991741,NA,"Total",NA,NA,NA,0.847457627118644,9.27894543263212,NA,NA,NA,2024,18,2023,44
"842","District of Columbia",2024-05-11,0.03,1.497864454,NA,"Total",NA,NA,NA,0.847457627118644,9.23652853092365,NA,NA,NA,2024,19,2023,45
"843","District of Columbia",2024-05-18,0.04,1.032237898,NA,"Total",NA,NA,NA,1.48305084745763,9.77559107050383,NA,NA,NA,2024,20,2023,46
"844","District of Columbia",2024-05-25,0.01,1.144649152,NA,"Total",NA,NA,NA,1.69491525423729,9.62281343408477,NA,NA,NA,2024,21,2023,47
"845","District of Columbia",2024-06-01,0.01,0.931765595,NA,"Total",NA,NA,NA,1.27118644067797,8.14041014791001,NA,NA,NA,2024,22,2023,48
"846","District of Columbia",2024-06-08,0.03,1.119290795,NA,"Total",NA,NA,NA,1.05932203389831,8.36836944959769,NA,NA,NA,2024,23,2023,49
"847","District of Columbia",2024-06-15,0.01,1,NA,"Total",NA,NA,NA,1.05932203389831,7.98958688387061,NA,NA,NA,2024,24,2023,50
"848","District of Columbia",2024-06-22,0,1,NA,"Total",NA,NA,NA,0.847457627118644,8.16826752346925,NA,NA,NA,2024,25,2023,51
"849","District of Columbia",2024-06-29,0.04,1,NA,"Total",NA,NA,NA,1.05932203389831,7.85588910456415,NA,NA,NA,2024,26,2023,52
"850","District of Columbia",2024-07-06,0.03,1,NA,"Total",NA,NA,NA,1.48305084745763,7.85588910456415,NA,NA,NA,2024,27,2024,1
"851","District of Columbia",2024-07-13,0,1,NA,"Total",NA,NA,NA,1.48305084745763,7.85588910456415,NA,NA,NA,2024,28,2024,2
"852","District of Columbia",2024-07-20,0.03,1,NA,"Total",NA,NA,NA,1.27118644067797,7.85588910456415,NA,NA,NA,2024,29,2024,3
"853","District of Columbia",2024-07-27,0,1,NA,"Total",NA,NA,NA,0.635593220338983,7.85588910456415,NA,NA,NA,2024,30,2024,4
"854","District of Columbia",2024-08-03,0,1,NA,"Total",NA,NA,NA,0.635593220338983,7.85588910456415,NA,NA,NA,2024,31,2024,5
"855","District of Columbia",2024-08-10,0.01,1,NA,"Total",NA,NA,NA,0.211864406779661,7.85588910456415,NA,NA,NA,2024,32,2024,6
"856","District of Columbia",2024-08-17,0.01,1,NA,"Total",NA,NA,NA,0.423728813559322,7.85588910456415,NA,NA,NA,2024,33,2024,7
"857","District of Columbia",2024-08-24,0.01,1,NA,"Total",NA,NA,NA,0.635593220338983,7.85588910456415,NA,NA,NA,2024,34,2024,8
"858","District of Columbia",2024-08-31,0.04,1,NA,"Total",NA,NA,NA,1.27118644067797,7.85588910456415,NA,NA,NA,2024,35,2024,9
"859","District of Columbia",2024-09-07,0.05,1,NA,"Total",NA,NA,NA,2.11864406779661,7.85588910456415,NA,NA,NA,2024,36,2024,10
"860","District of Columbia",2024-09-14,0.04,1,NA,"Total",NA,NA,NA,2.75423728813559,7.85588910456415,NA,NA,NA,2024,37,2024,11
"861","District of Columbia",2024-09-21,0.05,1,NA,"Total",NA,NA,NA,2.96610169491525,7.85588910456415,NA,NA,NA,2024,38,2024,12
"862","District of Columbia",2024-09-28,0.01,1,NA,"Total",NA,NA,NA,2.11864406779661,7.85588910456415,NA,NA,NA,2024,39,2024,13
"863","District of Columbia",2024-10-05,0.04,1,NA,"Total",NA,NA,NA,2.11864406779661,7.85588910456415,NA,NA,NA,2024,40,2024,14
"864","District of Columbia",2024-10-12,0.02,1,NA,"Total",NA,NA,NA,1.48305084745763,7.85588910456415,NA,NA,NA,2024,41,2024,15
"865","District of Columbia",2024-10-19,0.1,1,NA,"Total",NA,NA,NA,3.38983050847458,7.85588910456415,NA,NA,NA,2024,42,2024,16
"866","District of Columbia",2024-10-26,0.16,1,NA,"Total",NA,NA,NA,5.93220338983051,7.85588910456415,NA,NA,NA,2024,43,2024,17
"867","District of Columbia",2024-11-02,0.14,1,NA,"Total",NA,NA,NA,8.47457627118644,7.85588910456415,NA,NA,NA,2024,44,2024,18
"868","District of Columbia",2024-11-09,0.32,2.887284963,NA,"Total",NA,NA,NA,13.135593220339,12.7979895639106,NA,NA,NA,2024,45,2024,19
"869","District of Columbia",2024-11-16,0.54,2.603680681,NA,"Total",NA,NA,NA,21.1864406779661,16.9974354269333,NA,NA,NA,2024,46,2024,20
"870","District of Columbia",2024-11-23,0.74,2.114313606,NA,"Total",13,NA,NA,33.8983050847458,19.9154101324143,NA,NA,NA,2024,47,2024,21
"871","District of Columbia",2024-11-30,1.12,1,NA,"Total",13,NA,NA,50.8474576271187,14.9733096730678,NA,NA,NA,2024,48,2024,22
"872","District of Columbia",2024-12-07,1,14.0262414,NA,"Total",NA,NA,NA,60.5932203389831,44.8847664392726,NA,NA,NA,2024,49,2024,23
"873","District of Columbia",2024-12-14,1.47,11.18377129,NA,"Total",NA,NA,NA,76.0593220338983,68.6343177072864,NA,NA,NA,2024,50,2024,24
"874","District of Columbia",2024-12-21,1.63,7.816629659,NA,"Total",NA,NA,NA,86.864406779661,86.4845465966153,NA,NA,NA,2024,51,2024,25
"875","District of Columbia",2024-12-28,1.6,10.72209399,NA,"Total",13,NA,NA,99.5762711864407,77.8322080505844,NA,NA,NA,2024,52,2024,26
"876","District of Columbia",2025-01-04,1.47,15.81256539,NA,"Total",11,NA,NA,99.5762711864407,89.9533057630713,NA,NA,NA,2025,1,2024,27
"877","District of Columbia",2025-01-11,0.74,11.65325239,NA,"Total",NA,NA,NA,80.7203389830509,100,NA,NA,NA,2025,2,2024,28
"878","District of Columbia",2025-01-18,0.42,10.01922879,NA,"Total",NA,NA,NA,55.7203389830509,98.1594563111142,NA,NA,NA,2025,3,2024,29
"879","District of Columbia",2025-01-25,NA,2.413227223,NA,"Total",NA,NA,NA,NA,63.071551406279,NA,NA,NA,2025,4,2024,30
"880","Florida",2023-07-01,0.09,2.008477641,NA,"Total",192,378.14,41.45,NA,NA,NA,NA,NA,2023,26,2022,52
"881","Florida",2023-07-08,0.1,1.60501658,NA,"Total",179,315.43,22.26,NA,NA,NA,NA,NA,2023,27,2023,1
"882","Florida",2023-07-15,0.1,2.32243777,NA,"Total",181,299.17,29.9,11.7408906882591,14.0019326558808,NA,8.41463414634146,15.6035993555739,2023,28,2023,2
"883","Florida",2023-07-22,0.1,1.553808368,NA,"Total",219,394.53,44.06,12.1457489878543,12.9294391450224,NA,8.82621951219512,15.8612126213211,2023,29,2023,3
"884","Florida",2023-07-29,0.12,3.528696037,NA,"Total",266,343.83,31.83,12.9554655870445,17.4670973003474,NA,10.1524390243902,16.3075955833235,2023,30,2023,4
"885","Florida",2023-08-05,0.14,1.734546639,NA,"Total",275,607.98,123.07,14.5748987854251,16.0803543191723,NA,11.5853658536585,21.1613815867028,2023,31,2023,5
"886","Florida",2023-08-12,0.14,1.599534387,NA,"Total",299,784.32,255.16,16.1943319838057,16.1882148269461,NA,12.8048780487805,27.2879877401863,2023,32,2023,6
"887","Florida",2023-08-19,0.17,1.471380336,NA,"Total",309,1004.66,383.85,18.2186234817814,11.3353297297171,NA,13.4603658536585,37.6747219930056,2023,33,2023,7
"888","Florida",2023-08-26,0.21,1.692977768,NA,"Total",444,1170.84,404.5,21.0526315789474,11.2372752821248,NA,16.0365853658537,46.5215922040159,2023,34,2023,8
"889","Florida",2023-09-02,0.25,2.052438267,NA,"Total",529,872.94,284.73,25.5060728744939,12.3056045077565,NA,19.5426829268293,47.9144956579826,2023,35,2023,9
"890","Florida",2023-09-09,0.28,2.786527136,NA,"Total",608,1504.64,582.19,29.9595141700405,15.4078295592087,NA,24.1006097560976,55.7730362686157,2023,36,2023,10
"891","Florida",2023-09-16,0.28,4.476409639,NA,"Total",635,1542.16,606.16,32.7935222672065,21.9735088272774,NA,27.0121951219512,61.6093363196982,2023,37,2023,11
"892","Florida",2023-09-23,0.41,4.785647386,NA,"Total",878,1673.13,567.53,39.2712550607287,28.4207204996319,NA,32.3323170731707,74.1864906283155,2023,38,2023,12
"893","Florida",2023-09-30,0.5,9.335236864,NA,"Total",1073,1426.32,562.33,48.1781376518219,43.8680997373647,NA,39.4207317073171,72.9554795866242,2023,39,2023,13
"894","Florida",2023-10-07,0.63,9.759601181,NA,"Total",1451,1531.5,468.33,62.3481781376518,56.3303200409941,NA,51.859756097561,72.787928798774,2023,40,2023,14
"895","Florida",2023-10-14,0.71,8.446526908,NA,"Total",1709,1602.65,451.4,74.4939271255061,64.9657607108091,NA,64.5274390243902,71.6801446029314,2023,41,2023,15
"896","Florida",2023-10-21,0.77,10.91063444,NA,"Total",1941,1851.2,481.93,85.4251012145749,68.6818765286511,NA,77.7591463414634,78.3582851978467,2023,42,2023,16
"897","Florida",2023-10-28,0.83,10.0484969,NA,"Total",2258,2036.58,489.09,93.5222672064777,69.3633362232944,NA,90.0609756097561,86.296986129121,2023,43,2023,17
"898","Florida",2023-11-04,0.83,10.63751572,NA,"Total",2068,1850.08,445.36,98.3805668016194,74.5315352258986,NA,95.5335365853659,90.1860190970175,2023,44,2023,18
"899","Florida",2023-11-11,0.81,15.14906707,NA,"Total",2234,2018.02,420.4,100,84.5293331019066,NA,100,92.808047467484,2023,45,2023,19
"900","Florida",2023-11-18,0.72,14.23156319,NA,"Total",1972,2229.49,446.59,95.5465587044534,94.3965304647588,NA,95.640243902439,95.8401508900153,2023,46,2023,20
"901","Florida",2023-11-25,0.71,13.01303165,NA,"Total",1698,2006.39,337.41,90.6882591093117,100,NA,90,98.296986129121,2023,47,2023,21
"902","Florida",2023-12-02,0.59,13.52229046,NA,"Total",1720,2126.37,467.18,81.7813765182186,96.1626890985413,NA,82.1646341463415,100,2023,48,2023,22
"903","Florida",2023-12-09,0.52,14.39394702,NA,"Total",1474,1883.56,446.72,73.6842105263158,96.5457270874386,NA,74.5731707317073,94.5627726040316,2023,49,2023,23
"904","Florida",2023-12-16,0.45,10.2846078,NA,"Total",1320,2052.04,420.72,63.1578947368421,90.1098031141986,NA,68.8109756097561,95.2802860623207,2023,50,2023,24
"905","Florida",2023-12-23,0.41,10.94117286,NA,"Total",1068,2018.13,378.92,55.8704453441296,84.0213514831986,NA,58.8719512195122,93.579001139534,2023,51,2023,25
"906","Florida",2023-12-30,0.4,8.999113346,NA,"Total",1003,2111,302.84,51.0121457489878,71.2957848986158,NA,51.6920731707317,97.1538370859366,2023,52,2023,26
"907","Florida",2024-01-06,0.33,11.738129,NA,"Total",914,2178.03,431.29,46.1538461538462,74.724413458908,NA,45.5030487804878,99.1341113599749,2024,1,2023,27
"908","Florida",2024-01-13,0.27,8.435743064,NA,"Total",750,1682.35,353.7,40.4858299595142,68.8144974876977,NA,40.6554878048781,93.8564187197925,2024,2,2023,28
"909","Florida",2024-01-20,0.21,6.264428251,NA,"Total",598,1431.72,358.67,32.7935222672065,62.3638042194313,NA,34.4817073170732,83.1796927187709,2024,3,2023,29
"910","Florida",2024-01-27,0.19,6.432409263,NA,"Total",489,1208.8,256.67,27.1255060728745,49.8484434368128,NA,28.0030487804878,67.9456167236434,2024,4,2023,30
"911","Florida",2024-02-03,0.17,6.824941464,NA,"Total",422,919.46,193.51,23.0769230769231,46.0488150786406,NA,23.0030487804878,55.9547329954026,2024,5,2023,31
"912","Florida",2024-02-10,0.13,6.02795925,NA,"Total",415,814.86,187.83,19.8380566801619,45.4910217898655,NA,20.2134146341463,46.2591064481905,2024,6,2023,32
"913","Florida",2024-02-17,0.11,4.288568677,NA,"Total",368,774.68,178.35,16.5991902834008,40.4340380583084,NA,18.3689024390244,39.4357342135251,2024,7,2023,33
"914","Florida",2024-02-24,0.11,3.35980794,NA,"Total",292,743.54,168.39,14.17004048583,32.2603314996338,NA,16.3871951219512,36.6706746826987,2024,8,2023,34
"915","Florida",2024-03-02,0.09,3.069118961,NA,"Total",262,731.94,176.63,12.5506072874494,25.2808912821752,NA,14.0548780487805,35.3673621753311,2024,9,2023,35
