"","geography","Level","date","N_ED_epic","N_RSV_ED_epic","N_flu_ED_epic","N_covid_ED_epic","pct_RSV_ED_epic","pct_flu_ED_epic","pct_covid_ED_epic","ED_epic_scale_RSV","ED_epic_scale_flu","ED_epic_scale_covid"
"260","Arkansas","1-4 Years",2023-09-09,843,NA,NA,38,NA,NA,4.93016230238234,NA,NA,86.248408672794
"261","Arkansas","1-4 Years",2023-09-16,729,NA,NA,19,NA,NA,3.95660154431557,NA,NA,69.2169072780096
"262","Arkansas","1-4 Years",2023-09-23,719,13,NA,11,NA,NA,2.88130773793638,NA,NA,50.405684854135
"263","Arkansas","1-4 Years",2023-09-30,778,NA,NA,16,NA,NA,2.0642559753998,NA,NA,36.1121565684578
"264","Arkansas","1-4 Years",2023-10-07,771,19,NA,NA,NA,NA,NA,NA,NA,NA
"265","Arkansas","1-4 Years",2023-10-14,786,47,12,NA,NA,NA,NA,NA,NA,NA
"266","Arkansas","1-4 Years",2023-10-21,826,55,17,15,5.03419048128876,NA,NA,23.1746404234214,NA,NA
"267","Arkansas","1-4 Years",2023-10-28,879,91,12,NA,7.66363763338501,1.65000555023592,NA,35.2791669582657,6.78987417697726,NA
"268","Arkansas","1-4 Years",2023-11-04,841,106,18,16,9.87177064681161,1.85453608307427,NA,45.4441952350954,7.63152988118014,NA
"269","Arkansas","1-4 Years",2023-11-11,1012,149,28,16,12.560012152297,2.09076509601662,NA,57.81937859228,8.60362677782437,NA
"270","Arkansas","1-4 Years",2023-11-18,1033,213,29,12,15.9823058864496,2.57148826224772,1.54839658285852,73.5737341350624,10.5818321312552,27.0876967278354
"271","Arkansas","1-4 Years",2023-11-25,1052,251,29,22,19.7340634808398,2.77693654112388,1.61131582469296,90.8447598399885,11.4272644167686,28.18840785057
"272","Arkansas","1-4 Years",2023-12-02,1044,216,37,19,21.7228418189434,3.0360241690271,1.69094772591407,100,12.4934259178755,29.5814907429102
"273","Arkansas","1-4 Years",2023-12-09,954,191,42,23,21.5233117074515,3.56774367278262,2.10735986400149,99.0814732567911,14.6814843322418,36.8662173014499
"274","Arkansas","1-4 Years",2023-12-16,978,187,50,15,19.9437579765763,4.35301715452675,1.92152239014703,91.8100778102812,17.9129329384584,33.6151709040577
"275","Arkansas","1-4 Years",2023-12-23,1030,174,95,25,18.6782742136034,6.24609704392401,2.12394275493767,85.984487523704,25.7030729498878,37.1563188978515
"276","Arkansas","1-4 Years",2023-12-30,1025,139,170,31,16.5249446299931,10.3070470873867,2.32843901373673,76.0717440550641,42.4141317885441,40.7337826443161
"277","Arkansas","1-4 Years",2024-01-06,900,96,125,31,13.7069487199726,13.2325185711404,2.9653397181221,63.0992428809175,54.4526266167478,51.8757428611786
"278","Arkansas","1-4 Years",2024-01-13,803,26,147,19,9.15516676960045,16.2602019752036,2.94498723733605,42.1453456500184,66.9117297745355,51.519695945747
"279","Arkansas","1-4 Years",2024-01-20,676,24,154,21,5.81827351901114,18.3254350535699,2.97236011461512,26.7841268997195,75.4102907316387,51.9985578901042
"280","Arkansas","1-4 Years",2024-01-27,758,12,177,36,2.79042244894371,21.4794465848902,3.40732542293135,12.8455681452798,88.3892418917349,59.6078541706787
"281","Arkansas","1-4 Years",2024-02-03,855,27,216,25,2.76376801709822,23.7983821554479,3.59327528443997,12.7228658208433,97.9318041857545,62.8608666810975
"282","Arkansas","1-4 Years",2024-02-10,914,15,222,30,2.12738201629545,24.3009738800562,3.65186422958,9.79329515920087,100,63.8858234622776
"283","Arkansas","1-4 Years",2024-02-17,873,16,191,32,2.21059772935639,23.8101925892858,3.29059117021375,10.1763744715419,97.9804048463539,57.5657016172758
"284","Arkansas","1-4 Years",2024-02-24,922,11,232,34,1.55565233985226,23.7767032259642,3.54514415909714,7.16136660579856,97.8425940594825,62.0188593162601
"285","Arkansas","1-4 Years",2024-03-02,877,NA,174,21,NA,22.2938780985281,3.24922785400893,NA,91.7406775899821,56.8420905105235
"286","Arkansas","1-4 Years",2024-03-09,907,NA,174,14,NA,21.395726056353,2.54190417870426,NA,88.0447267749732,44.4681487069968
"287","Arkansas","1-4 Years",2024-03-16,875,NA,120,13,NA,17.5795913595242,1.80793041566325,NA,72.3410981234451,31.6279894612698
"288","Arkansas","1-4 Years",2024-03-23,815,NA,78,NA,NA,14.1563204485127,NA,NA,58.2541280789197,NA
"289","Arkansas","1-4 Years",2024-03-30,760,NA,42,NA,NA,9.60371788366622,NA,NA,39.5198889191351,NA
"290","Arkansas","1-4 Years",2024-04-06,782,NA,33,NA,NA,6.43893892860594,NA,NA,26.4966291490498,NA
"291","Arkansas","1-4 Years",2024-04-13,847,NA,11,NA,NA,3.68165531242661,NA,NA,15.1502377254442,NA
"292","Arkansas","1-4 Years",2024-04-20,778,NA,14,NA,NA,2.43937866966289,NA,NA,10.0381930440446,NA
"293","Arkansas","1-4 Years",2024-04-27,795,NA,11,NA,NA,1.49394498620865,NA,NA,6.14767537129339,NA
"294","Arkansas","1-4 Years",2024-05-04,831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Arkansas","1-4 Years",2024-05-11,800,NA,15,NA,NA,NA,NA,NA,NA,NA
"296","Arkansas","1-4 Years",2024-05-18,818,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Arkansas","1-4 Years",2024-05-25,804,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Arkansas","1-4 Years",2024-06-01,787,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Arkansas","1-4 Years",2024-06-08,747,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Arkansas","1-4 Years",2024-06-15,713,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Arkansas","1-4 Years",2024-06-22,651,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Arkansas","1-4 Years",2024-06-29,652,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Arkansas","1-4 Years",2024-07-06,636,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Arkansas","1-4 Years",2024-07-13,628,NA,NA,14,NA,NA,NA,NA,NA,NA
"305","Arkansas","1-4 Years",2024-07-20,593,NA,NA,11,NA,NA,NA,NA,NA,NA
"306","Arkansas","1-4 Years",2024-07-27,643,NA,NA,29,NA,NA,2.86479431088148,NA,NA,50.1167984609768
"307","Arkansas","1-4 Years",2024-08-03,642,NA,NA,29,NA,NA,3.62740584199114,NA,NA,63.4579476888527
"308","Arkansas","1-4 Years",2024-08-10,620,NA,NA,28,NA,NA,4.51445728444703,NA,NA,78.9760524956169
"309","Arkansas","1-4 Years",2024-08-17,612,NA,NA,37,NA,NA,5.02633820754376,NA,NA,87.9309128712521
"310","Arkansas","1-4 Years",2024-08-24,668,NA,NA,44,NA,NA,5.71623567118346,NA,NA,100
"311","Arkansas","1-4 Years",2024-08-31,775,NA,NA,27,NA,NA,5.37214964967808,NA,NA,93.9805487160025
"312","Arkansas","1-4 Years",2024-09-07,731,NA,NA,23,NA,NA,4.4056907146829,NA,NA,77.0732868291759
"313","Arkansas","1-4 Years",2024-09-14,745,NA,NA,15,NA,NA,2.88122287184508,NA,NA,50.4042002041628
"314","Arkansas","1-4 Years",2024-09-21,676,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Arkansas","1-4 Years",2024-09-28,754,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Arkansas","1-4 Years",2024-10-05,695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Arkansas","1-4 Years",2024-10-12,732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Arkansas","1-4 Years",2024-10-19,747,13,NA,NA,NA,NA,NA,NA,NA,NA
"319","Arkansas","1-4 Years",2024-10-26,804,14,NA,NA,NA,NA,NA,NA,NA,NA
"320","Arkansas","1-4 Years",2024-11-02,769,23,NA,NA,2.1574951042993,NA,NA,9.93191923175474,NA,NA
"321","Arkansas","1-4 Years",2024-11-09,724,33,NA,NA,3.09673395041427,NA,NA,14.255657598693,NA,NA
"322","Arkansas","1-4 Years",2024-11-16,854,53,NA,NA,4.58499910395958,NA,NA,21.1068107118528,NA,NA
"323","Arkansas","1-4 Years",2024-11-23,866,97,NA,11,7.32167461007562,NA,NA,33.704957533184,NA,NA
"324","Arkansas","1-4 Years",2024-11-30,880,106,NA,NA,9.81748910865255,NA,NA,45.1943129286666,NA,NA
"325","Arkansas","1-4 Years",2024-12-07,880,146,NA,13,13.2790958079642,NA,NA,61.1296437116442,NA,NA
"326","Arkansas","1-4 Years",2024-12-14,967,162,39,11,15.129735827771,NA,NA,69.6489711331281,NA,NA
"327","Arkansas","1-4 Years",2024-12-21,1055,201,60,18,17.4652952130934,NA,1.44032421481487,80.4006002468,NA,25.1970754473227
"328","Arkansas","1-4 Years",2024-12-28,1059,223,115,NA,18.9541926864101,6.85986568542364,NA,87.2546642119407,28.2287686052514,NA
"329","Arkansas","1-4 Years",2025-01-04,986,182,113,13,19.5227173540599,9.33565042216896,NA,89.8718386699988,38.4167748512776,NA
"330","Arkansas","1-4 Years",2025-01-11,674,116,87,NA,18.9089006177798,11.742586448158,NA,87.0461644723219,48.3214644240868,NA
"331","Arkansas","1-4 Years",2025-01-18,803,96,145,16,15.8747561540106,14.1419144324912,NA,73.0786343993308,58.1948464382222,NA
"332","Arkansas","1-4 Years",2025-01-25,482,52,108,NA,13.318077451624,17.7906453513861,NA,61.3090937301302,73.2095982621789,NA
"333","California","1-4 Years",2023-07-01,989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","California","1-4 Years",2023-07-08,953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","California","1-4 Years",2023-07-15,860,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","California","1-4 Years",2023-07-22,840,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","California","1-4 Years",2023-07-29,878,NA,NA,16,NA,NA,NA,NA,NA,NA
"338","California","1-4 Years",2023-08-05,872,NA,NA,16,NA,NA,NA,NA,NA,NA
"339","California","1-4 Years",2023-08-12,950,NA,NA,32,NA,NA,2.34186896678909,NA,NA,46.5995814790617
"340","California","1-4 Years",2023-08-19,996,NA,NA,33,NA,NA,2.83884548333362,NA,NA,56.4886478633566
"341","California","1-4 Years",2023-08-26,1005,NA,NA,23,NA,NA,2.99007709287004,NA,NA,59.4979237070279
"342","California","1-4 Years",2023-09-02,1024,NA,NA,21,NA,NA,2.55086382532618,NA,NA,50.7582569118966
"343","California","1-4 Years",2023-09-09,1050,NA,NA,31,NA,NA,2.43057313877043,NA,NA,48.364657727305
"344","California","1-4 Years",2023-09-16,1091,NA,NA,27,NA,NA,2.49265198985567,NA,NA,49.5999311436651
"345","California","1-4 Years",2023-09-23,1082,15,NA,16,NA,NA,2.3019725959863,NA,NA,45.8057052168503
"346","California","1-4 Years",2023-09-30,1099,21,NA,20,NA,NA,1.92445768343954,NA,NA,38.2937405526172
"347","California","1-4 Years",2023-10-07,1117,25,NA,23,1.84509584046261,NA,1.78588870762729,22.162081669261,NA,35.5364315953674
"348","California","1-4 Years",2023-10-14,1140,31,NA,17,2.28942138012816,NA,1.79005037488848,27.4990287707934,NA,35.619242356933
"349","California","1-4 Years",2023-10-21,1119,30,NA,16,2.54613375411996,NA,1.66005432952214,30.5824895174664,NA,33.032521496837
"350","California","1-4 Years",2023-10-28,1132,59,NA,NA,3.53742584244758,NA,NA,42.4892402335164,NA,NA
"351","California","1-4 Years",2023-11-04,1165,59,NA,15,4.31911898804405,NA,NA,51.878425853634,NA,NA
"352","California","1-4 Years",2023-11-11,1244,79,21,14,5.54229137726386,NA,NA,66.5703707331359,NA,NA
"353","California","1-4 Years",2023-11-18,1285,76,18,15,5.7764189615585,NA,1.19342358414213,69.3825577915944,NA,23.7472891681534
"354","California","1-4 Years",2023-11-25,1308,85,26,25,6.25445005009477,1.69221622936842,1.40134402968907,75.1243538502372,13.1282475213245,27.8845854391364
"355","California","1-4 Years",2023-12-02,1232,61,43,28,5.78805551215682,2.29293517815811,1.78378581084468,69.5223284089536,17.7886372006058,35.4945871918789
"356","California","1-4 Years",2023-12-09,1243,66,49,17,5.58650138752842,3.14003431594972,1.85056704907318,67.1013923942309,24.360449338455,36.8234308617144
"357","California","1-4 Years",2023-12-16,1237,79,55,23,5.54915065654186,3.95952542305587,1.83324108947048,66.6527598991713,30.7180778193196,36.4786709807565
"358","California","1-4 Years",2023-12-23,1415,95,98,33,6.13664472901827,5.10470386063714,1.85305049090532,73.7093535616254,39.6023951563904,36.8728475249208
"359","California","1-4 Years",2023-12-30,1515,85,93,38,6.23692024329536,5.83688327326867,2.2332478026719,74.9137973027586,45.2826577565383,44.4381877975998
"360","California","1-4 Years",2024-01-06,1111,69,76,32,6.17832101231325,6.6350309942655,2.5735647769724,74.2099417553655,51.4747038189604,51.2099708467461
"361","California","1-4 Years",2024-01-13,970,39,38,26,5.28060022497095,5.63227456766295,2.6896504083398,63.4271081653852,43.6952993057733,53.5198959169223
"362","California","1-4 Years",2024-01-20,1094,48,52,21,4.87293605818864,5.1704697034471,2.49342054769378,58.5305134412891,40.1126078868167,49.6152242595934
"363","California","1-4 Years",2024-01-27,1062,41,35,14,4.08960913792599,3.98879786394676,1.97274701141359,49.1217039909145,30.945174004133,39.2546237213205
"364","California","1-4 Years",2024-02-03,1093,32,37,25,3.72531024116655,3.81134874223188,1.8417037904165,44.7459844619061,29.5685201511062,36.647065680827
"365","California","1-4 Years",2024-02-10,1054,25,27,13,3.05342622542662,3.08083892905969,1.6129822375151,36.6757541234289,23.9012103371231,32.0958594470044
"366","California","1-4 Years",2024-02-17,1114,18,16,NA,2.30514576592077,2.46103798214315,NA,27.6878997846955,19.0927821328217,NA
"367","California","1-4 Years",2024-02-24,1186,19,17,NA,1.86324634670286,1.81044169435541,NA,22.3800936515188,14.0454430550491,NA
"368","California","1-4 Years",2024-03-02,1120,13,15,15,1.45951227242799,1.40298032270998,NA,17.5307046222206,10.8843495437688,NA
"369","California","1-4 Years",2024-03-09,1155,11,16,11,1.23837294895474,1.38598554808504,NA,14.874524038197,10.7525037406302,NA
"370","California","1-4 Years",2024-03-16,1245,NA,14,NA,NA,1.28302169717832,NA,NA,9.95370811570189,NA
"371","California","1-4 Years",2024-03-23,1410,NA,16,15,NA,1.2148437167663,NA,NA,9.42478197327439,NA
"372","California","1-4 Years",2024-03-30,1341,NA,20,NA,NA,1.25022469174459,NA,NA,9.69926828832063,NA
"373","California","1-4 Years",2024-04-06,1241,NA,18,NA,NA,1.35887309141364,NA,NA,10.5421647568077,NA
"374","California","1-4 Years",2024-04-13,1302,NA,13,NA,NA,1.31344380096033,NA,NA,10.189723408333,NA
"375","California","1-4 Years",2024-04-20,1185,NA,14,NA,NA,1.21011389727362,NA,NA,9.38808793857982,NA
"376","California","1-4 Years",2024-04-27,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","California","1-4 Years",2024-05-04,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","California","1-4 Years",2024-05-11,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","California","1-4 Years",2024-05-18,1224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","California","1-4 Years",2024-05-25,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","California","1-4 Years",2024-06-01,1231,NA,NA,11,NA,NA,NA,NA,NA,NA
"382","California","1-4 Years",2024-06-08,1219,NA,15,NA,NA,NA,NA,NA,NA,NA
"383","California","1-4 Years",2024-06-15,1142,NA,NA,14,NA,NA,NA,NA,NA,NA
"384","California","1-4 Years",2024-06-22,1076,NA,NA,21,NA,NA,NA,NA,NA,NA
"385","California","1-4 Years",2024-06-29,1112,NA,NA,17,NA,NA,1.56878976015016,NA,NA,31.2164972884322
"386","California","1-4 Years",2024-07-06,1089,NA,NA,23,NA,NA,1.86415974187582,NA,NA,37.0939044897265
"387","California","1-4 Years",2024-07-13,1072,NA,NA,37,NA,NA,2.36409963349579,NA,NA,47.0419374687536
"388","California","1-4 Years",2024-07-20,1025,NA,NA,38,NA,NA,3.09027966508027,NA,NA,61.4918003902842
"389","California","1-4 Years",2024-07-27,997,NA,NA,29,NA,NA,3.35584526300659,NA,NA,66.7761463097618
"390","California","1-4 Years",2024-08-03,981,NA,NA,50,NA,NA,3.90429440364387,NA,NA,77.6894385471538
"391","California","1-4 Years",2024-08-10,960,NA,NA,50,NA,NA,4.40463315703141,NA,NA,87.645408260345
"392","California","1-4 Years",2024-08-17,1006,NA,NA,48,NA,NA,5.02551502064744,NA,NA,100
"393","California","1-4 Years",2024-08-24,1026,NA,NA,50,NA,NA,4.9509998165652,NA,NA,98.5172623347837
"394","California","1-4 Years",2024-08-31,1088,NA,NA,40,NA,NA,4.44037890153252,NA,NA,88.3566934590609
"395","California","1-4 Years",2024-09-07,1109,NA,NA,40,NA,NA,4.05220598531775,NA,NA,80.6326509555573
"396","California","1-4 Years",2024-09-14,1046,NA,NA,26,NA,NA,3.25632775493548,NA,NA,64.7959013465642
"397","California","1-4 Years",2024-09-21,985,NA,NA,15,NA,NA,2.53845177205502,NA,NA,50.5112761901165
"398","California","1-4 Years",2024-09-28,1071,NA,NA,13,NA,NA,1.74077371876778,NA,NA,34.6387128804863
"399","California","1-4 Years",2024-10-05,1106,NA,NA,14,NA,NA,1.33416142842724,NA,NA,26.547755263805
"400","California","1-4 Years",2024-10-12,1076,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","California","1-4 Years",2024-10-19,1047,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","California","1-4 Years",2024-10-26,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","California","1-4 Years",2024-11-02,1162,13,11,NA,NA,NA,NA,NA,NA,NA
"404","California","1-4 Years",2024-11-09,1199,16,NA,NA,NA,NA,NA,NA,NA,NA
"405","California","1-4 Years",2024-11-16,1240,23,NA,NA,1.436014946045,NA,NA,17.2484701415562,NA,NA
"406","California","1-4 Years",2024-11-23,1285,38,16,NA,2.04882750813327,NA,NA,24.6091729035027,NA,NA
"407","California","1-4 Years",2024-11-30,1432,64,47,NA,3.09377029875798,NA,NA,37.1603406844263,NA,NA
"408","California","1-4 Years",2024-12-07,1378,58,49,NA,3.87849024507257,2.69437905865944,NA,46.5858822505282,20.9030468946374,NA
"409","California","1-4 Years",2024-12-14,1389,78,87,NA,4.76460768252583,4.36716663643143,NA,57.2293440083041,33.880566546357,NA
"410","California","1-4 Years",2024-12-21,1709,128,157,16,5.77143646606091,6.33534528969987,NA,69.3227113219894,49.1497360991977,NA
"411","California","1-4 Years",2024-12-28,2020,164,239,14,7.07470757691655,9.09394698441215,NA,84.9767495364648,70.5510234952208,NA
"412","California","1-4 Years",2025-01-04,1740,163,241,NA,8.32546268892138,11.6229722485979,NA,100,90.171252328687,NA
"413","California","1-4 Years",2025-01-11,1313,85,169,13,7.98678408954954,12.8511816698911,NA,95.9320146876339,99.6997257063346,NA
"414","California","1-4 Years",2025-01-18,1376,123,157,NA,8.26016462527753,12.7105818540956,NA,99.215682466144,98.6089495093084,NA
"415","California","1-4 Years",2025-01-25,834,38,120,NA,6.65634423331524,12.8898866860921,NA,79.9516433143443,100,NA
"416","Colorado","1-4 Years",2023-07-01,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Colorado","1-4 Years",2023-07-08,1443,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Colorado","1-4 Years",2023-07-15,1425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Colorado","1-4 Years",2023-07-22,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Colorado","1-4 Years",2023-07-29,1457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Colorado","1-4 Years",2023-08-05,1451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Colorado","1-4 Years",2023-08-12,1449,NA,NA,15,NA,NA,NA,NA,NA,NA
"423","Colorado","1-4 Years",2023-08-19,1426,NA,NA,25,NA,NA,NA,NA,NA,NA
"424","Colorado","1-4 Years",2023-08-26,1475,NA,NA,23,NA,NA,1.44922480049777,NA,NA,59.5323154296299
"425","Colorado","1-4 Years",2023-09-02,1523,NA,NA,20,NA,NA,1.54189178345565,NA,NA,63.3389574754092
"426","Colorado","1-4 Years",2023-09-09,1604,NA,NA,29,NA,NA,1.56016657333929,NA,NA,64.0896626492298
"427","Colorado","1-4 Years",2023-09-16,1471,NA,NA,19,NA,NA,1.47093867579467,NA,NA,60.4242938672958
"428","Colorado","1-4 Years",2023-09-23,1639,NA,NA,23,NA,NA,1.50097102767502,NA,NA,61.6579847650919
"429","Colorado","1-4 Years",2023-09-30,1770,NA,NA,29,NA,NA,1.4444503707486,NA,NA,59.3361879153017
"430","Colorado","1-4 Years",2023-10-07,1653,NA,NA,23,NA,NA,1.47770744312002,NA,NA,60.7023462380142
"431","Colorado","1-4 Years",2023-10-14,1717,17,12,29,NA,NA,1.57294002204313,NA,NA,64.6143797097575
"432","Colorado","1-4 Years",2023-10-21,1767,12,17,33,NA,NA,1.64932471441009,NA,NA,67.7521659237552
"433","Colorado","1-4 Years",2023-10-28,1818,13,14,33,0.794762554919895,0.810351017458016,1.79058203433446,10.9690951767894,8.24456616251973,73.554837340635
"434","Colorado","1-4 Years",2023-11-04,1710,NA,35,27,NA,1.25964775311713,1.75390034758994,NA,12.8157415963035,72.04800020604
"435","Colorado","1-4 Years",2023-11-11,2056,40,37,48,NA,1.53882384279113,1.90958641225581,NA,15.6560980501412,78.4433861437516
"436","Colorado","1-4 Years",2023-11-18,2167,46,65,45,NA,2.28197768440203,1.99672710602061,NA,23.2169955921859,82.0230152435169
"437","Colorado","1-4 Years",2023-11-25,2315,82,95,40,2.53679742286631,2.96760704457953,2.04636524023304,35.0121834545405,30.1926351621607,84.0620867956026
"438","Colorado","1-4 Years",2023-12-02,2247,96,93,47,3.31241004254599,3.74735401373339,1.96538105437231,45.7169764684021,38.1258336634463,80.7353592266177
"439","Colorado","1-4 Years",2023-12-09,2300,98,128,47,4.02511644891825,4.60258029999035,1.95433927484675,55.5535551499341,46.8269638515587,80.2817769380769
"440","Colorado","1-4 Years",2023-12-16,2380,157,173,42,5.04329045718247,5.65765891891092,1.96662064527829,69.6061140356619,57.5614052145589,80.7862800477308
"441","Colorado","1-4 Years",2023-12-23,2734,199,210,39,6.04540690994123,6.83839278531297,1.74488849641189,83.4370509368668,69.5742715800704,71.6778047976037
"442","Colorado","1-4 Years",2023-12-30,2735,215,223,47,7.24547049789131,7.70117528802871,1.6365505264572,100,78.3522792264578,67.2274184958144
"443","Colorado","1-4 Years",2024-01-06,2411,147,228,42,7.07894266734806,8.43042509662075,1.62898715270454,97.7016284782097,85.7717161944053,66.916724701587
"444","Colorado","1-4 Years",2024-01-13,1957,106,135,32,6.45818974954956,8.16951187792725,1.69854532096416,89.1341666690813,83.1171674274496,69.7740859695674
"445","Colorado","1-4 Years",2024-01-20,1861,100,122,27,5.62898801707689,7.63686199831426,1.60933483247747,77.6897513931653,77.697951458914,66.1094323296373
"446","Colorado","1-4 Years",2024-01-27,2059,78,123,27,4.85938520303594,6.47590089422782,1.46576830307897,67.0679040712427,65.886254517041,60.2119015184385
"447","Colorado","1-4 Years",2024-02-03,2207,83,121,36,4.30748768922577,6.00398148078843,1.46444086572841,59.4507656953319,61.0849144265657,60.1573720768784
"448","Colorado","1-4 Years",2024-02-10,1990,77,98,18,3.806118223232,5.46031743244353,1.28233744156839,52.5310016007892,55.5536395590111,52.6767945404004
"449","Colorado","1-4 Years",2024-02-17,2021,59,80,26,3.51648493532584,4.78853834613454,1.2740626625102,48.5335622627855,48.718913613895,52.3368771191463
"450","Colorado","1-4 Years",2024-02-24,2157,54,103,21,3.09739021437327,4.55273673514096,1.05486295256382,42.7493316724527,46.3198520452878,43.3324312456498
"451","Colorado","1-4 Years",2024-03-02,2098,48,75,25,2.57023904703355,4.10280675476562,1.15055910092559,35.4737355949704,41.7422339368513,47.2635075615647
"452","Colorado","1-4 Years",2024-03-09,2022,41,63,16,2.27302187808235,3.82190361654972,0.985493737945744,31.3716256072518,38.8843063741203,40.4828319534415
"453","Colorado","1-4 Years",2024-03-16,2053,33,63,24,1.97433079403492,3.25308005264518,1.05064258329819,27.2491730469335,33.097056890406,43.1590638327649
"454","Colorado","1-4 Years",2024-03-23,1997,27,35,NA,1.66237573083955,2.6456786422996,NA,22.9436546780966,26.9173137828935,NA
"455","Colorado","1-4 Years",2024-03-30,1901,36,26,NA,1.6177239927171,2.06300337794032,NA,22.3273836141892,20.9891361601356,NA
"456","Colorado","1-4 Years",2024-04-06,1971,15,25,12,1.33560106214786,1.46290727755175,NA,18.4336001718116,14.8837177711471,NA
"457","Colorado","1-4 Years",2024-04-13,2024,13,20,NA,1.09902254483302,1.20807839391008,NA,15.168408251098,12.2910714412946,NA
"458","Colorado","1-4 Years",2024-04-20,1942,NA,12,NA,NA,0.958151214094515,NA,NA,9.74829537831747,NA
"459","Colorado","1-4 Years",2024-04-27,1944,NA,14,NA,NA,0.77540885732882,NA,NA,7.88906225761911,NA
"460","Colorado","1-4 Years",2024-05-04,2044,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Colorado","1-4 Years",2024-05-11,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Colorado","1-4 Years",2024-05-18,1986,NA,13,NA,NA,NA,NA,NA,NA,NA
"463","Colorado","1-4 Years",2024-05-25,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Colorado","1-4 Years",2024-06-01,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Colorado","1-4 Years",2024-06-08,1752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Colorado","1-4 Years",2024-06-15,1566,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Colorado","1-4 Years",2024-06-22,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Colorado","1-4 Years",2024-06-29,1477,NA,NA,12,NA,NA,NA,NA,NA,NA
"469","Colorado","1-4 Years",2024-07-06,1407,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Colorado","1-4 Years",2024-07-13,1423,NA,NA,16,NA,NA,NA,NA,NA,NA
"471","Colorado","1-4 Years",2024-07-20,1455,NA,NA,21,NA,NA,NA,NA,NA,NA
"472","Colorado","1-4 Years",2024-07-27,1322,NA,NA,21,NA,NA,1.38539544675284,NA,NA,56.9102865908276
"473","Colorado","1-4 Years",2024-08-03,1430,NA,NA,38,NA,NA,1.89638129856793,NA,NA,77.9009368335542
"474","Colorado","1-4 Years",2024-08-10,1375,NA,NA,33,NA,NA,2.21528164221054,NA,NA,91.0009581979612
"475","Colorado","1-4 Years",2024-08-17,1514,NA,NA,34,NA,NA,2.43434979815429,NA,NA,100
"476","Colorado","1-4 Years",2024-08-24,1583,NA,NA,42,NA,NA,2.43296562747132,NA,NA,99.9431400251509
"477","Colorado","1-4 Years",2024-08-31,1654,NA,NA,39,NA,NA,2.41893902529478,NA,NA,99.366945010483
"478","Colorado","1-4 Years",2024-09-07,1694,NA,NA,31,NA,NA,2.28036617746289,NA,NA,93.6745482999959
"479","Colorado","1-4 Years",2024-09-14,1612,NA,NA,20,NA,NA,1.80953439205894,NA,NA,74.3333761413794
"480","Colorado","1-4 Years",2024-09-21,1615,NA,NA,13,NA,NA,1.29187884769265,NA,NA,53.0687433939095
"481","Colorado","1-4 Years",2024-09-28,1694,NA,NA,19,NA,NA,1.05575133883787,NA,NA,43.3689250262364
"482","Colorado","1-4 Years",2024-10-05,1634,NA,NA,11,NA,NA,0.866584613958271,NA,NA,35.5981960610308
"483","Colorado","1-4 Years",2024-10-12,1683,NA,NA,14,NA,NA,0.875549390724906,NA,NA,35.9664577123938
